"study","tissue","signature","tau"
"OSD-599","heart","EZH2 inhibitor efficacy in non-Hodgkin lymphoma does not require suppression of H3K27 mono-methylation [RNA-Seq] GSE62056_1",-7.15329114173345
"OSD-599","heart","EZH2 inhibitor efficacy in non-Hodgkin lymphoma does not require suppression of H3K27 mono-methylation [RNA-Seq] GSE62056_2",-7.15329114173345
"OSD-599","heart","EZH2 inhibitor efficacy in non-Hodgkin lymphoma does not require suppression of H3K27 mono-methylation [RNA-Seq] GSE62056_3",-7.15329114173345
"OSD-599","heart","SPOP mutation confers intrinsic BET inhibitor resistance in prostate cancer GSE88872_1",-7.15329114173345
"OSD-599","heart","Distinct gene regulatory programs define the inhibitory effects of LXRs and PPARG on cancer cell proliferation GSE77039_1",-7.15329114173345
"OSD-599","heart","Distinct gene regulatory programs define the inhibitory effects of LXRs and PPARG on cancer cell proliferation GSE77039_2",-7.0896815817553
"OSD-599","heart","Distinct gene regulatory programs define the inhibitory effects of LXRs and PPARG on cancer cell proliferation GSE77039_3",-7.15329114173345
"OSD-599","heart","AZ1366: An inhibitor of tankyrase and the canonical Wnt pathway that limits the persistence of non-small cell lung cancer cells following EGFR inhibition GSE80802_1",-7.0896815817553
"OSD-599","heart","AZ1366: An inhibitor of tankyrase and the canonical Wnt pathway that limits the persistence of non-small cell lung cancer cells following EGFR inhibition GSE80802_2",-7.15329114173345
"OSD-599","heart","AZ1366: An inhibitor of tankyrase and the canonical Wnt pathway that limits the persistence of non-small cell lung cancer cells following EGFR inhibition GSE80802_3",-7.15329114173345
"OSD-599","heart","Gene expression analysis of C4-2 cells treated with ACLY inhibitor and Enzalutamide GSE81796_1",-7.15329114173345
"OSD-599","heart","Gene expression analysis of C4-2 cells treated with ACLY inhibitor and Enzalutamide GSE81796_2",-7.0896815817553
"OSD-599","heart","Gene expression analysis of C4-2 cells treated with ACLY inhibitor and Enzalutamide GSE81796_3",-7.0896815817553
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_1",-7.0896815817553
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_2",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_3",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_4",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_5",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_6",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_7",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_8",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_9",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_10",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_11",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_12",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_13",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_14",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_15",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_16",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_17",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_18",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_19",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_20",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_21",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_22",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_23",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_24",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_25",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_26",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_27",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_28",-7.15329114173345
"OSD-599","heart","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_29",-7.15329114173345
"OSD-599","heart","Development of a selective CDK9 degrader from a multi-targeted CDK inhibitor [RNA-seq] GSE89385_1",-7.15329114173345
"OSD-599","heart","Development of a selective CDK9 degrader from a multi-targeted CDK inhibitor [RNA-seq] GSE89385_2",-7.15329114173345
"OSD-599","heart","Development of a selective CDK9 degrader from a multi-targeted CDK inhibitor [RNA-seq] GSE89385_3",-7.15329114173345
"OSD-599","heart","Rare cell variability and drug-induced reprogramming as a mode of cancer drug resistance [RNA-seq] GSE97679_1",-7.2169007017116
"OSD-599","heart","Rare cell variability and drug-induced reprogramming as a mode of cancer drug resistance [RNA-seq] GSE97679_2",-7.15329114173345
"OSD-599","heart","Rare cell variability and drug-induced reprogramming as a mode of cancer drug resistance [RNA-seq] GSE97679_3",-7.2169007017116
"OSD-599","heart","Rare cell variability and drug-induced reprogramming as a mode of cancer drug resistance [RNA-seq] GSE97679_4",-7.2169007017116
"OSD-599","heart","Rare cell variability and drug-induced reprogramming as a mode of cancer drug resistance [RNA-seq] GSE97679_5",-7.15329114173345
"OSD-599","heart","Rare cell variability and drug-induced reprogramming as a mode of cancer drug resistance [RNA-seq] GSE97679_6",-7.15329114173345
"OSD-599","heart","Identify the master regulator of ILT3.Fc induced perturbation in Jurkat cells GSE106147_1",-7.0896815817553
"OSD-599","heart","Variation of human neural stem cells generating organizer states in vitro before committing to cortical excitatory or inhibitory neuronal fates [human RNAseq #1] GSE144156_1",-7.15329114173345
"OSD-599","heart","RNA sequencing of human marcrophages treated with lipopolysaccharide (LPS) for 8 hours, with or without BCAT1 inhibitor (ERG240) GSE148701_1",-7.15329114173345
"OSD-599","heart","Transcriptional Modulation of Human Endogenous Retroviruses in Primary CD4+ T Cells Following Vorinostat Treatment GSE102187_1",-7.2169007017116
"OSD-599","heart","Integration of metabolomics and transcriptomic expression profiling discloses pivotal role of arachidonic acid metabolism pathway in response to acute hypoxia exposure GSE103940_1",-7.15329114173345
"OSD-599","heart","Epigenomes and Transcriptomes of human macrophages after ex vivo exposure to mevalonate GSE104227_1",-7.15329114173345
"OSD-599","heart","A Brain Penetrant Mutant IDH1 Inhibitor Provides In Vivo Survival Benefit GSE105447_1",-7.2169007017116
"OSD-599","heart","Expression levels of genes of NKG2C+ NK cells after in vitro treatment GSE109823_1",-7.15329114173345
"OSD-599","heart","Next Generation Sequencing Facilitates Quantitative Analysis of transcriptomes of human cord blood CD34+ cells treated with HDAC5 inhibitor GSE110736_1",-7.0896815817553
"OSD-599","heart","RNA-seq of PC3 prostate cancer cell line xenografts in mice administered the ghrelin receptor antagonist [D-Lys3]-GHRP-6 or PBS for two weeks GSE113799_1",-7.15329114173345
"OSD-599","heart","RNA-seq of HBV-infected Primary Human Hepatocytes treatment by Tazarotene GSE114003_1",-7.15329114173345
"OSD-599","heart","RNA sequencing of COH29 treatment in C4-2 cells GSE117921_1",-7.0896815817553
"OSD-599","heart","Gene expression profiling U87 cells knocking down Glud1 under low glucose treatment GSE121580_1",-7.15329114173345
"OSD-599","heart","Loss of the FAT1 tumor suppressor promotes resistance to CDK4/6 inhibitors via the Hippo pathway GSE122088_1",-7.15329114173345
"OSD-599","heart","The study of the role of POU3F2 in response to UVB treatment GSE124761_1",-7.15329114173345
"OSD-599","heart","A novel CRISPR-engineered prostate cancer cell line defines the AR-V transcriptome and identifies PARP inhibitor sensitivities. GSE126306_1",-7.2169007017116
"OSD-599","heart","Integrated high-throughput screen to identify novel treatment leads for pediatric acute myeloid leukemia (AML) GSE126489_1",-7.15329114173345
"OSD-599","heart","Variable gene expression and parasite load predict treatment outcome in cutaneous leishmaniasis GSE127831_1",-7.0896815817553
"OSD-599","heart","Subcellular pathways shared by afflicted patients and mutant mice identify a new drug treatment for aortic aneurysm in Marfan syndrome GSE128101_1",-7.15329114173345
"OSD-599","heart","IL-11 neutralising therapies for the treatment of nonalcoholic steatohepatitis GSE128940_1",-7.0896815817553
"OSD-599","heart","Transcriptome Analysis Reveals Distinct Responses to Physiologic versus Toxic Manganese Exposure in Human Neuroblastoma Cells GSE129336_1",-7.0896815817553
"OSD-599","heart","Expression profiling of IL-13 stimulated PBMCs with and without an IL-13R antagonist GSE79027_1",-7.0896815817553
"OSD-599","heart","Patient-derived xenograft models of non-small cell lung cancer for evaluating targeted drug sensitivity and resistance GSE130160_1",-7.2169007017116
"OSD-599","heart","Expression profiling of IL-13 stimulated PBMCs with and without an IL-13R antagonist GSE79027_2",-7.15329114173345
"OSD-599","heart","Gene expression profile in Caco-2 cells upon co-treatment with lovastatin and selective AHR ligands GSE130234_1",-7.0896815817553
"OSD-599","heart","RNA sequencing in human GBM stem cells with Myc knockdown and PARP inhibitor treatment GSE131218_1",-7.15329114173345
"OSD-599","heart","Dynamic induction of drug resistance through a stress-responsive enhancer in acute myeloid leukemia [RNA-seq] GSE131823_1",-7.15329114173345
"OSD-599","heart","Evolving Spindlin1 Small Molecule Inhibitors Using Protein Microarrays GSE92547_1",-7.15329114173345
"OSD-599","heart","Evolving Spindlin1 Small Molecule Inhibitors Using Protein Microarrays GSE92547_2",-7.15329114173345
"OSD-599","heart","Treatment of melanoma cell lines with CCG-222740 GSE134320_1",-7.15329114173345
"OSD-599","heart","Human induced pluripotent stem cell-derived vocal fold mucosa mimics development and responses to smoke exposure GSE135548_1",-7.15329114173345
"OSD-599","heart","Long-term Y-27632 treatment promotes senescence of primary human dermal fibroblasts by increasing IGFBP-5 GSE135934_1",-7.2169007017116
"OSD-599","heart","Rescuing over-activated microglia by acetaminophen treatment restores cognitive performance in the Dp(16) mouse model of Down syndrome. GSE137939_1",-7.2169007017116
"OSD-599","heart","Drug-induced mitochondrial oxidative stress is responsible for various effects of the survivin inhibitor Sepantronium Bromide (YM155) in triple negative breast cancer cells GSE139364_1",-7.15329114173345
"OSD-599","heart","Comprehensive transcriptome analysis of human myofibroblasts with/without the JQ-1 treatment [mRNA] GSE140476_1",-7.2169007017116
"OSD-599","heart","The BET inhibitor CPI203 promotes ex-vivo expansion of long-term repopulating human hematopoietic stem cells and megakaryocyte GSE140813_1",-7.0896815817553
"OSD-599","heart","High-dose Ascorbic acid synergizes with anti-PD1 in a Lymphoma mouse model GSE141444_1",-7.15329114173345
"OSD-599","heart","Sequencing of mRNA in AML cells upon ALKBH5 knockdown and actinomycin D treatment for different time GSE144959_1",-7.15329114173345
"OSD-599","heart","Mechanistic basis and efficacy of targeting Beta Catenin-TCF7L2-JMJD6-MYC Axis to overcome resistance to BET inhibitors [no drug] GSE145275_1",-7.15329114173345
"OSD-599","heart","IGF2BP1 is a druggable, post-transcriptional super-enhancer of E2F-driven gene expression hallmark in cancer [IGF2BP1 KD in A549 (polyA RNA)] GSE146547_1",-7.0896815817553
"OSD-599","heart","IGF2BP1 is a druggable, post-transcriptional super-enhancer of E2F-driven gene expression hallmark in cancer [IGF2BP1 KD in HepG2 (polyA RNA)] GSE146802_1",-7.15329114173345
"OSD-599","heart","IGF2BP1 is a druggable, post-transcriptional super-enhancer of E2F-driven gene expression hallmark in cancer [IGF2BP1 KD in MV3 (total RNA)] GSE146803_1",-7.2169007017116
"OSD-599","heart","Gene expression profiling of human DLD-1 cells after block of CRM1 receptor with Leptomycin B inhibitor. GSE148560_1",-7.2169007017116
"OSD-599","heart","RNA sequencing of pre-treatment primary cervical cancer GSE151666_1",-7.15329114173345
"OSD-599","heart","Activation of the myeloid checkpoint inhibitor LILRB3 (ILT5) elicits profound immununomodulation GSE151675_1",-7.15329114173345
"OSD-599","heart","Transcriptome analysis identifies Doublesex and Mab-3 Related Transcription Factor (DMRT3) in nasal polyp epithelial cells of patients suffering from Nonsteroidal anti-inflammatory drugs-  Exacerbated Respiratory Disease (N-ERD) GSE158277_1",-7.15329114173345
"OSD-599","heart","Inhibitory effect of a human microRNA, miR-6133-5p, on the fibrotic activity of hepatic stellate cells in culture GSE158478_1",-7.2169007017116
"OSD-599","heart","Abraxane, the Nanoparticle Formulation of Paclitaxel can Induce Drug Resistance by Up-regulation of P-gp GSE56742_1",-7.15329114173345
"OSD-599","heart","Treatment of multiple myeloma cells with EZH2 small molecule inhibitor GSE57478_1",-7.0896815817553
"OSD-599","heart","Illumina RNA-seq of Human rhabdomyosarcoma Rh36 cell mouse xenograft tumors: effect of RITA, GANT61 and RITA/GANT61 combination treatments on xenograft tumor growth GSE161235_1",-7.15329114173345
"OSD-599","heart","Illumina RNA-seq of Human rhabdomyosarcoma Rh36 cell mouse xenograft tumors: effect of RITA, GANT61 and RITA/GANT61 combination treatments on xenograft tumor growth GSE161235_2",-7.15329114173345
"OSD-599","heart","Altering cancer transcriptomes using epigenomic inhibitors [RNA-Seq] GSE63776_1",-7.15329114173345
"OSD-599","heart","Illumina RNA-seq of Human rhabdomyosarcoma Rh36 cell mouse xenograft tumors: effect of RITA, GANT61 and RITA/GANT61 combination treatments on xenograft tumor growth GSE161235_3",-7.15329114173345
"OSD-599","heart","RNAi profiling of primary human AML cells identifies ROCK1 as a therapeutic target and nominates Fasudil as an anti-leukemic drug. GSE68925_1",-7.2169007017116
"OSD-599","heart","Expression changes in Melanomas pre MAPKi treatment vs. on MAPKi treatment GSE75313_1",-7.0896815817553
"OSD-599","heart","A novel compound that blocks HIV-1 replication inhibits the splicing regulatory function of SRSF10 GSE76947_1",-7.2169007017116
"OSD-599","heart","24hr CA treatment vs. DMSO in HCT116 cells (from 'Identification of CDK8 and CDK19 substrates in human cells using cortistatin A and quantitative phosphoproteomics') GSE78506_1",-7.15329114173345
"OSD-599","heart","Effects of Belinostat and Dexamethasone treatment of A549 gene expression GSE96649_1",-7.15329114173345
"OSD-599","heart","Merkel cell polyomavirus small T antigen promotes pro-glycolytic metabolic perturbations required for transformation GSE79968_1",-7.0896815817553
"OSD-599","heart","Effects of Belinostat and Dexamethasone treatment of A549 gene expression GSE96649_2",-7.15329114173345
"OSD-599","heart","Effects of Belinostat and Dexamethasone treatment of A549 gene expression GSE96649_3",-7.0896815817553
"OSD-599","heart","RNAseq transcriptomic profile of glioblastoma stem-like cells derived from U87MG cell line treated with a selective A3 adenosine receptor antagonist (MRS1220) under hypoxia GSE100146_1",-7.2169007017116
"OSD-599","heart","Gene expression profiling of drug-tolerant persister BT474 breast cancer cells derived from lapatinib treatment GSE84896_1",-7.15329114173345
"OSD-599","heart","Genome-wide profiling of differentially spliced mRNA resulting from prenatal alcohol exposure in human cerebral cortex GSE86006_1",-7.0896815817553
"OSD-599","heart","Transcriptome of EMT induced MCF10A cells by TGFb treatment or SNAIL S6A expression. GSE89152_1",100
"OSD-599","heart","Transcriptome profiling of HepG2 cells upon treatment of the menin-MLL inhibitor MI-503 or DMSO GSE103327_1",-7.15329114173345
"OSD-599","heart","H3K27Ac in MCF7 Y537S ER mutant cells and RNAseq with and without treatment with THZ1 GSE106552_1",-7.0896815817553
"OSD-599","heart","Genome-wide transcriptional profiles for the GSK3α selective inhibitor BRD0507 and for the GSK3α/β dual inhibitor BRD0320 GSE109985_1",-7.15329114173345
"OSD-599","heart","Genome-wide transcriptional profile for the GSK3β selective inhibitor BRD3731 GSE109986_1",-7.15329114173345
"OSD-599","heart","Transcriptomic-based functional characterization of adverse events following lymphatic filariasis treatment GSE110146_1",-7.15329114173345
"OSD-599","heart","Transcriptional changes in the breast cancer cell line MCF7 rendered resistant to the cationic drug siramesine GSE130363_1",-7.2169007017116
"OSD-599","heart","Identifying and overcoming a mechanism of resistance to Wee1 kinase inhibitor AZD1775 in high grade serous ovarian cancer cells (OVCAR8) GSE141990_1",-7.15329114173345
"OSD-599","heart","Identification of Drugs Blocking SARS-CoV-2 Infection using Human Pluripotent Stem Cell-derived Colonic Organoids GSE148696_1",-7.2169007017116
"OSD-599","heart","Identification of Lead Drug Candidates for COVID-19 based on Drug Screening Using Human Pluripotent Stem Cell-Derived Cells/Organoids GSE148697_1",-7.2169007017116
"OSD-599","heart","Low-dose decitabine modulates T cell homeostasis and restores immune tolerance in immune thrombocytopenia GSE154703_1",-7.2169007017116
"OSD-599","heart","CHK1 Inhibitor Blocks Phosphorylation of FAM122A and Promotes Replication Stress GSE158338_1",-7.2169007017116
"OSD-599","heart","Potent antitumor activity of Cabozantinib, a c-MET and VEGFR2 Inhibitor, in a Colorectal Cancer Patient-derived Tumor Explant Model GSE60939_1",-7.0896815817553
"OSD-599","heart","Expression profiling of MCF-7 cells with 10nM treatment of TCDD GSE76608_1",-7.15329114173345
"OSD-599","heart","miRNAs affected by antagomiR-17 treatment GSE76663_1",-7.15329114173345
"OSD-599","heart","Safety and Efficacy of the JAK Inhibitor Tofacitinib Citrate for Alopecia Areata and Variants GSE80688_1",-7.0896815817553
"OSD-599","heart","RNA sequencing of human fibroblasts after SUPT4H1 siRNA treatment GSE83484_1",-7.15329114173345
"OSD-599","heart","Effect daunorubicin treatment on the transcriptome of HCT116 cells [RNA-seq] GSE86190_1",-7.15329114173345
"OSD-599","heart","RNA-seq in HT-29 colorectal cancer cells after F. nucleatum treatment GSE90944_1",-7.0896815817553
"OSD-599","heart","RNAseq study of synovial biopsies after triple DMARD treatment GSE97165_1",-7.0896815817553
"OSD-599","heart","Acne flare-up in treatment process: investigating the difference of gene expression in peripheral blood GSE124389_1",-7.0896815817553
"OSD-599","heart","Acne flare-up in treatment process: investigating the difference of gene expression in peripheral blood GSE124389_2",-7.0896815817553
"OSD-599","heart","Epigenomes and transcriptomes of human monocytes before and after in vivo exposure to Bacillus Calmette-Guérin vaccine GSE104149_1",-7.15329114173345
"OSD-599","heart","Discovery of pan-Histone Acetyltransferase Inhibitors with Potent Antitumor Activity in vivo GSE104522_1",-7.0896815817553
"OSD-599","heart","Treatment of SW480 colon cancer cell induced xenografts with AZD and DBZ GSE98922_1",-7.0896815817553
"OSD-599","heart","Treatment of SW480 colon cancer cell induced xenografts with AZD and DBZ GSE98922_2",-7.0896815817553
"OSD-599","heart","RNA-seq of human foreskin fibroblast cells lacking RB and/or p130 after doxorubicin treatment GSE128711_1",-7.15329114173345
"OSD-599","heart","RNA-seq of human foreskin fibroblast cells lacking RB and/or p130 after doxorubicin treatment GSE128711_2",-7.2169007017116
"OSD-599","heart","RNA-seq of human foreskin fibroblast cells lacking RB and/or p130 after doxorubicin treatment GSE128711_3",-7.15329114173345
"OSD-599","heart","Combined Cohesin-Runx1 Deficiency Synergistically Perturbs Chromatin Looping and Causes Myelodysplastic Syndromes [RNA-seq] GSE131581_1",-7.15329114173345
"OSD-599","heart","Combined Cohesin-Runx1 Deficiency Synergistically Perturbs Chromatin Looping and Causes Myelodysplastic Syndromes [RNA-seq] GSE131581_2",-7.15329114173345
"OSD-599","heart","Combined Cohesin-Runx1 Deficiency Synergistically Perturbs Chromatin Looping and Causes Myelodysplastic Syndromes [RNA-seq] GSE131581_3",-7.15329114173345
"OSD-599","heart","Distinct mechanisms of acquired resistance to oncogenic kinase inhibition in cancer cells revealed using a single-step, high-dose selection scheme GSE137290_1",-7.15329114173345
"OSD-599","heart","Distinct mechanisms of acquired resistance to oncogenic kinase inhibition in cancer cells revealed using a single-step, high-dose selection scheme GSE137290_2",-7.15329114173345
"OSD-599","heart","Distinct mechanisms of acquired resistance to oncogenic kinase inhibition in cancer cells revealed using a single-step, high-dose selection scheme GSE137290_3",-7.15329114173345
"OSD-599","heart","Distinct mechanisms of acquired resistance to oncogenic kinase inhibition in cancer cells revealed using a single-step, high-dose selection scheme GSE137290_4",-7.15329114173345
"OSD-599","heart","Distinct mechanisms of acquired resistance to oncogenic kinase inhibition in cancer cells revealed using a single-step, high-dose selection scheme GSE137290_5",-7.2169007017116
"OSD-599","heart","Distinct mechanisms of acquired resistance to oncogenic kinase inhibition in cancer cells revealed using a single-step, high-dose selection scheme GSE137290_6",-7.15329114173345
"OSD-599","heart","Tumor and gut biopsies from refractory metastatic melanoma patients before and after treatment with fecal microbiota transplantation (FMT) and anti-PD-1 re-induction (Baruch et al, Science 2020) GSE162436_1",-7.2169007017116
"OSD-599","heart","Tumor and gut biopsies from refractory metastatic melanoma patients before and after treatment with fecal microbiota transplantation (FMT) and anti-PD-1 re-induction (Baruch et al, Science 2020) GSE162436_2",-7.2169007017116
"OSD-599","heart","Tumor and gut biopsies from refractory metastatic melanoma patients before and after treatment with fecal microbiota transplantation (FMT) and anti-PD-1 re-induction (Baruch et al, Science 2020) GSE162436_3",-7.15329114173345
"OSD-599","heart","Covalent inhibitor of the Rho family inhibits the migration of breast cancer cells GSE106605_1",-7.2169007017116
"OSD-599","heart","Gene expression analysis of human CD8+ T cells treated with a DOT1L inhibitor GSE108694_1",-7.15329114173345
"OSD-599","heart","Discovery of inhibitors of the HSP90-Calcineurin-NFAT pathway against glioblastoma GSE108749_1",-7.15329114173345
"OSD-599","heart","RNA-seq of cultured human kidney peritubular microvascular endothelial cells following exposure to cyclosporine A GSE108919_1",-7.2169007017116
"OSD-599","heart","transcriptome studies of BRD4 inhibitor BDF-1253 on renal clear carcinoma 786-O cells GSE109870_1",-7.15329114173345
"OSD-599","heart","JAK1/2 inhibitor therapy-associated lymphomas in myelofibrosis arising from a pre-existing B-cell clone GSE110219_1",-7.15329114173345
"OSD-599","heart","Evaluation of HSP90 inhibitor expsosure on Immune Cell Gene Expression GSE113465_1",-7.15329114173345
"OSD-599","heart","Pro-inflammatory cytokine and high doses of ionizing radiation have similar effects on the expression of NF-kappaB-dependent genes GSE110387_1",-7.2169007017116
"OSD-599","heart","Acquired resistance to MEK-CDK4/6 inhibitor combinations in cutaneous melanoma GSE111005_1",-7.2169007017116
"OSD-599","heart","GSF1243: RNA-seq data of adipocytes treated with DNMT1 inhibitor, guadecitabine (100nM), for 3 days GSE111305_1",-7.15329114173345
"OSD-599","heart","Transcriptomics-based drug repurposing approach identifies novel drugs against sorafenib-resistant hepatocellular carcinoma GSE113005_1",-7.0896815817553
"OSD-599","heart","Effect of estrogen (E2) treatment on the C4-12 relative to the MCF7 cells GSE114260_1",-7.15329114173345
"OSD-599","heart","Regulation of mRNA half-life by an inhibitor of human decapping enzyme Dcp2 following transcription shutoff in HEK293T cells GSE114781_1",-7.2169007017116
"OSD-599","heart","Dynamic gene expression in T-ALL following treatment and release of gamma-secretase inhibition [GRO-Seq] GSE115894_1",-7.2169007017116
"OSD-599","heart","BCL6 confers KRAS-mutant NSCLCs resistance to BET inhibitors GSE118645_1",-7.15329114173345
"OSD-599","heart","Molecular mechanism impacted by circadian disruption underscores the importance of timed anti-cancer treatment GSE119668_1",-7.0896815817553
"OSD-599","heart","Epigenetic reprogramming of melanoma cells by vitamin C treatment GSE121095_1",-7.0896815817553
"OSD-599","heart","Targeting Transcriptional Addiction by a Novel Highly Selective CDK9 Kinase Inhibitor for AML. GSE123287_1",-7.15329114173345
"OSD-599","heart","Phosphatase inhibitor PPP1R11 modulates resistance of human T cells towards Treg-mediated suppression of TCR signaling GSE124757_1",-7.15329114173345
"OSD-599","heart","Global transcriptional changes in the JJN3 myeloma cell line that occur as a result of treatment with 2 pyrrolobenzodiazepine (PBD) monomers GSE125395_1",-7.15329114173345
"OSD-599","heart","Newly defined ABCB5+ dermal mesenchymal stem cells promote healing of chronic iron overload wounds via secretion of interleukin-1 receptor antagonist GSE125829_1",-7.2169007017116
"OSD-599","heart","Transcriptomes of human monocytes from patients with familial hypercholesterolemia before and after statin treatment GSE126352_1",-7.2169007017116
"OSD-599","heart","Blocking expression of inhibitory receptor NKG2A overcomes tumor resistance to NK cells GSE127081_1",-7.15329114173345
"OSD-599","heart","Cadmium exposure induces SNAIL1 expression via downregulation of miR-30e in human bronchial epithelial cells GSE128263_1",-7.15329114173345
"OSD-599","heart","Neuronal deletion of Gtf2i, associated with Williams syndrome, causes behavioural and myelin alterations rescuable by a remyelinating drug [human] GSE128840_1",-7.15329114173345
"OSD-599","heart","RNA-seq data corresponding to: AZD4573 is a highly selective CDK9 inhibitor that suppresses Mcl-1 and induces apoptosis in hematological cancer cells GSE129012_1",-7.0896815817553
"OSD-599","heart","Transcriptome-wide effect profile of HuR inhibitor KH-3 GSE129362_1",-7.0896815817553
"OSD-599","heart","Transcriptomic response of LSD1-UTX inhibitor on human breast cancer MCF7 cells GSE130067_1",-7.15329114173345
"OSD-599","heart","Transcriptome analysis of Riociguat and Vehicle control treatment in human hematopoietic stem and progenitor cells GSE130126_1",-7.0896815817553
"OSD-599","heart","Novel analogs of the Quassinoid family inhibitor for treatment of hematologic malignancies GSE130728_1",-7.15329114173345
"OSD-599","heart","The Jumonji-domain histone demethylase inhibitor JIB-04 deregulates oncogenic programs and increases DNA damage in Ewing Sarcoma, resulting in impaired cell proliferation and survival, and reduced tumor growth GSE119832_1",-7.15329114173345
"OSD-599","heart","CD34+ AML cells with low mitochondrial activity show increased expression of stemness-genes and can be targeted by the BCL-2 inhibitor Venetoclax GSE131422_1",-7.15329114173345
"OSD-599","heart","Whole transcriptome analysis of human kidney cells after exposure to Ochratoxin A GSE133831_1",-7.15329114173345
"OSD-599","heart","Transcriptional responses of human insulinoma cells to acute cytokine exposure GSE134122_1",-7.2169007017116
"OSD-599","heart","RNA Sequencing Facilitates Quantitative Analysis of Transcriptomes of H1 derived cells with or without SB431542 treatment at Day8 after human early hematopoietic differentiation . GSE134908_1",-7.15329114173345
"OSD-599","heart","RNA Sequencing Facilitates Quantitative Analysis of Transcriptomes of H1 derived cells with or without IWP2 treatment at Day2 after human early hematopoietic differentiation . GSE134910_1",100
"OSD-599","heart","PT2385 HIF2A inhibitor treatment of patient derived orthotopic xenograft neuroblastoma cells in the presence or absence of hypoxia GSE135487_1",-7.15329114173345
"OSD-599","heart","Pattern occupation of HDACs on chromatin determines PI3K/AKT inhibitor resistance in cancers [RNA-seq] GSE137200_1",-7.0896815817553
"OSD-599","heart","An atheroprotective transcriptome induced by JQ1 (a BRD4 inhibitor) in human endothelial cells GSE137500_1",-7.15329114173345
