"study","tissue","signature","tau"
"OSD-599","heart","Transciptome analysis of human aortic smooth muscle cells (HASMCs) with 2-hydroxypropyl-β-cyclodextrin (HPbCD) treatment GSE137576_1",-7.15329114173345
"OSD-599","heart","Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",-7.2169007017116
"OSD-599","heart","Genome-wide transcriptome alternation by DNA methylation inhibitor 5'-Aza in primary leiomyoma cells GSE138045_1",-7.0896815817553
"OSD-599","heart","PIM447 treatment in T-ALL PDX splenocytes GSE145165_1",-7.15329114173345
"OSD-599","heart","Regulation of the error-prone DNA polymerase polκ by oncogenic signaling and its contribution to drug resistance GSE145313_1",-7.15329114173345
"OSD-599","heart","IGF2BP1 is a druggable, post-transcriptional super-enhancer of E2F-driven gene expression hallmark in cancer [E2F1-3 KD in PANC-1 (polyA RNA)] GSE146804_1",-7.0896815817553
"OSD-599","heart","IGF2BP1 is a druggable, post-transcriptional super-enhancer of E2F-driven gene expression hallmark in cancer [IGF2BP1 KD in PANC-1 (total RNA)] GSE146805_1",-7.15329114173345
"OSD-599","heart","IGF2BP1 is a druggable, post-transcriptional super-enhancer of E2F-driven gene expression hallmark in cancer [METTL KD in PANC-1 (polyA RNA)] GSE146806_1",-7.15329114173345
"OSD-599","heart","Allosteric HSP70 inhibitors perturb mitochondrial proteostasis and overcome proteasome inhibitor resistance in multiple myeloma GSE148659_1",-7.0896815817553
"OSD-599","heart","RNA-sequencing of CWR22Rv1 cell line following shRNF8 and DHT treatment GSE149581_1",-7.15329114173345
"OSD-599","heart","Ethanol exposure drives colon location-specific cell composition changes in a normal colon crypt 3D organoid model GSE150027_1",-7.15329114173345
"OSD-599","heart","Transcriptional response of fibronectin fragment treatment in human articular chondrocytes GSE150411_1",-7.15329114173345
"OSD-599","heart","mRNA sequencing of human osteoarthritis chondrocytes treated with or without autotaxin inhibitor GSE151937_1",-7.0896815817553
"OSD-599","heart","Gene expression changes following dihydrotestosterone (DHT) treatment in HCI-009 PDXs GSE152246_1",-7.2169007017116
"OSD-599","heart","SARS-CoV-2 infection of primary human lung epithelium for COVID-19 modeling and drug discovery GSE155518_1",-7.15329114173345
"OSD-599","heart","RNA-Seq of U2OS cells with and without IFNα2 pretreatment GSE159280_1",-7.0896815817553
"OSD-599","heart","Aurora kinase A phosphorylates histone methyltransferase NSD2 to promote drug resistance in multiple myeloma [RNA-Seq] GSE163589_1",-7.15329114173345
"OSD-599","heart","RNA-seq analysis of dolastatin 15 treatment in HCT116 cells GSE128748_1",-7.15329114173345
"OSD-599","heart","Hi-seq 2000 sequencing facilitates quantitative analysis of transcriptomes in LNCaP cells with or without SiGATA2 treatment. GSE38393_1",-7.15329114173345
"OSD-599","heart","SNHG15 is a bifunctional MYC-regulated noncoding locus encoding a lncRNA that promotes cell proliferation, invasion and drug resistance in colorectal cancer by interacting with AIF GSE128998_1",-7.0896815817553
"OSD-599","heart","GIST cell cycle dysregulation is required for progression to high-risk disease but not for resistance to kinase inhibitors GSE59841_1",-7.2169007017116
"OSD-599","heart","RNA-sequencing of the GSI treatment of the CUTLL1 cell line GSE61999_1",-7.0896815817553
"OSD-599","heart","Effect in HCT116 cells of 3hr cortistatin A treatment on gene expression. GSE65030_1",-7.15329114173345
"OSD-599","heart","Treatment of prostate cancer cells with S-adenosylmethionine leads to genomewide alterations of transcription profiles GSE71070_1",-7.15329114173345
"OSD-295","skeletal_muscle","XX-650-23, an inhibitor of CREB-CBP interaction, effect on acute myeloid leukemia cell line GSE74928_1",15.3478463799886
"OSD-295","skeletal_muscle","Enhancement of Human B Cell Differentiation and Function in Lymph Nodes by the TLR9 Agonist MGN1703 GSE130307_1",15.3478463799886
"OSD-295","skeletal_muscle","THZ1 targeting CDK7 suppresses STAT transcriptional activity and sensitizes T-cell lymphomas to BCL2 inhibitors GSE79955_1",15.3478463799886
"OSD-295","skeletal_muscle","Messenger RNA expression after MK2206/DMSO treatment of T47D cells GSE80591_1",15.3478463799886
"OSD-295","skeletal_muscle","Transcriptome analysis of HEK 293 cells after treatment with Quinolinol B23 GSE130876_1",15.3478463799886
"OSD-295","skeletal_muscle","Novel KDM1A inhibitors induce differentiation and apoptosis of glioma stem cells via unfolded protein response (UPR) pathway GSE84603_1",15.3478463799886
"OSD-295","skeletal_muscle","Inhibition of ERG Activity in Patient Derived Prostate Cancer Xenografts using the Small Molecule Inhibitor YK-4-279 GSE86387_1",4.7364170696546
"OSD-295","skeletal_muscle","RNAseq of normal associate fibroblasts after treatment with large oncosomes from prostate cancer cells GSE87563_1",15.3478463799886
"OSD-295","skeletal_muscle","High-Throughput Screening of Human Induced Pluripotent Stem Cell Cardiomyocytes Predicts Tyrosine Kinase Inhibitor Cardiotoxicity GSE88944_1",15.3478463799886
"OSD-295","skeletal_muscle","Agonistic targeting of TLR1/TLR2 induces p38 MAPK-dependent apoptosis and NfkB-dependent differentiation of AML cells GSE92744_1",15.3478463799886
"OSD-295","skeletal_muscle","Therapeutic utility of natural estrogen receptor beta agonists on ovarian cancer GSE93807_1",15.3435354338441
"OSD-295","skeletal_muscle","Self-organized cerebral organoids with human specific features predict effective drugs to combat Zika virus infection [RNA-seq] GSE97919_1",15.3478463799886
"OSD-295","skeletal_muscle","Defining a microRNA-mRNA targetome for calcineurin inhibitor induced nephrotoxicity GSE98670_1",15.3478463799886
"OSD-295","skeletal_muscle","Inhibitors of the histone methyltransferases EZH2/1 induce a potent antiviral state and suppress infection by diverse viral pathogens [RNA-Seq] GSE99839_1",-68.4164253805056
"OSD-295","skeletal_muscle","Effect of digoxin treatment on the gene and alternative splice expression in human pluripotent stem cells- derived mesenchymal stem cells GSE99944_1",15.3478463799886
"OSD-295","skeletal_muscle","Transcriptome sequencing of human coronary artery smooth muscle cell under treatment of nitrated fatty acid GSE100676_1",15.3478463799886
"OSD-295","skeletal_muscle","Transcriptome sequencing of human coronary artery smooth muscle cell under treatment of nitrated fatty acid GSE100676_2",15.3521573261331
"OSD-295","skeletal_muscle","Transcriptome analysis of Group 3 and 4 medulloblastoma orthotopic xenograft mice with digoxin treatment GSE115542_1",-1.34836371740742
"OSD-295","skeletal_muscle","Transcriptome analysis of Group 3 and 4 medulloblastoma orthotopic xenograft mice with digoxin treatment GSE115542_2",15.3478463799886
"OSD-295","skeletal_muscle","RNA-seq of eight lymphoblastoid cell lines after AHR ligand treatments GSE116637_1",33.4062994165809
"OSD-295","skeletal_muscle","RNA-seq of eight lymphoblastoid cell lines after AHR ligand treatments GSE116637_2",15.3435354338441
"OSD-295","skeletal_muscle","Expression Profiling of U2OS Cell Lines Transfected with MicroRNA-571 Mimic or MicroRNA-571 Inhibitor vs. MicroRNA-Control Transfected U2OS Cell Lines GSE118998_1",15.3478463799886
"OSD-295","skeletal_muscle","Expression Profiling of U2OS Cell Lines Transfected with MicroRNA-571 Mimic or MicroRNA-571 Inhibitor vs. MicroRNA-Control Transfected U2OS Cell Lines GSE118998_2",15.3478463799886
"OSD-295","skeletal_muscle","Gene expression profile of a FLT3-ITD acute myeloid leukemia cell line treated with FLT3 inhibitors for six and twelve hours GSE121272_1",15.3478463799886
"OSD-295","skeletal_muscle","Gene expression profile of a FLT3-ITD acute myeloid leukemia cell line treated with FLT3 inhibitors for six and twelve hours GSE121272_2",15.3435354338441
"OSD-295","skeletal_muscle","Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1",15.3478463799886
"OSD-295","skeletal_muscle","Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2",15.3478463799886
"OSD-295","skeletal_muscle","BI-3406, a potent and selective SOS1::KRAS interaction inhibitor, is effective in KRAS-driven cancers through combined MEK inhibition GSE128385_1",15.3521573261331
"OSD-295","skeletal_muscle","BI-3406, a potent and selective SOS1::KRAS interaction inhibitor, is effective in KRAS-driven cancers through combined MEK inhibition GSE128385_2",15.3521573261331
"OSD-295","skeletal_muscle","Visualization and Sequencing of Accessible Chromatin Reveals Cell Cycle and Post-HDAC inhibitor Treatment Dynamics GSE139253_1",5.82983090950453
"OSD-295","skeletal_muscle","Effect of ER stress on MUC1 kidney disease patient derived cells and and treatment by BRD4780 GSE129942_1",15.3478463799886
"OSD-295","skeletal_muscle","Effect of ER stress on MUC1 kidney disease patient derived cells and and treatment by BRD4780 GSE129942_2",15.3478463799886
"OSD-295","skeletal_muscle","A USP28-∆Np63 axis is a druggable vulnerability of squamous tumour formation and maintenance GSE129982_1",15.3521573261331
"OSD-295","skeletal_muscle","A USP28-∆Np63 axis is a druggable vulnerability of squamous tumour formation and maintenance GSE129982_2",15.3478463799886
"OSD-295","skeletal_muscle","RNA sequencing analysis of HCT116 cells following 24 hours of metabolic recovery from methionine restriction +/- small molecule treatment. GSE138574_1",15.3478463799886
"OSD-295","skeletal_muscle","RNA sequencing analysis of HCT116 cells following 24 hours of metabolic recovery from methionine restriction +/- small molecule treatment. GSE138574_2",15.3478463799886
"OSD-295","skeletal_muscle","Effects of chronic intermittent ethanol exposure and withdrawal on neuroblastoma cell transcriptome GSE139408_1",15.3478463799886
"OSD-295","skeletal_muscle","Effects of chronic intermittent ethanol exposure and withdrawal on neuroblastoma cell transcriptome GSE139408_2",15.3478463799886
"OSD-295","skeletal_muscle","Identifying and overcoming a mechanism of resistance to Wee1 kinase inhibitor AZD1775 in high grade serous ovarian cancer cells (ES-2) GSE142124_1",-25.126943383356
"OSD-295","skeletal_muscle","Identifying and overcoming a mechanism of resistance to Wee1 kinase inhibitor AZD1775 in high grade serous ovarian cancer cells (ES-2) GSE142124_2",-1.09320821111071
"OSD-295","skeletal_muscle","Evaluation of Eribulin Combined with Irinotecan for Treatment of Pediatric Cancer Xenografts GSE146687_1",15.3478463799886
"OSD-295","skeletal_muscle","Evaluation of Eribulin Combined with Irinotecan for Treatment of Pediatric Cancer Xenografts GSE146687_2",1.82705391638511
"OSD-295","skeletal_muscle","Novel Inhibitors of the Histone-Methyltransferase DOT1L Show Potent Antileukemic Activity in Patient-derived Xenografts (RNA-seq dataset) GSE149184_1",15.3478463799886
"OSD-295","skeletal_muscle","Novel Inhibitors of the Histone-Methyltransferase DOT1L Show Potent Antileukemic Activity in Patient-derived Xenografts (RNA-seq dataset) GSE149184_2",1.48510569415835
"OSD-295","skeletal_muscle","Global gene expression profiles of cellular response in human induced pluripotent stem cell-derived cardiomyocytes to melphalan treatment GSE150055_1",15.3478463799886
"OSD-295","skeletal_muscle","Global gene expression profiles of cellular response in human induced pluripotent stem cell-derived cardiomyocytes to melphalan treatment GSE150055_2",-14.352550669098
"OSD-295","skeletal_muscle","Assessment of transcriptional ERa activity following exposure to 17a-E2 and 17b-E2 GSE151039_1",15.3478463799886
"OSD-295","skeletal_muscle","Assessment of transcriptional ERa activity following exposure to 17a-E2 and 17b-E2 GSE151039_2",15.3478463799886
"OSD-295","skeletal_muscle","DPN and Tamoxifen treatments of parathyroid adenoma cells GSE37211_1",28.3003401362746
"OSD-295","skeletal_muscle","DPN and Tamoxifen treatments of parathyroid adenoma cells GSE37211_2",-2.81237229039765
"OSD-295","skeletal_muscle","RNA-sequencing experiment: Treatment of MCF-7 breast cancer cells with the novel small molecule ZNA GSE59251_1",15.3478463799886
"OSD-295","skeletal_muscle","RNA-sequencing experiment: Treatment of MCF-7 breast cancer cells with the novel small molecule ZNA GSE59251_2",-10.6794169894055
"OSD-295","skeletal_muscle","Identification Of Candidate Anti-Cancer Molecular Mechanisms Of Compound Kushen Injection Using Functional Genomics GSE78512_1",-100
"OSD-295","skeletal_muscle","Identification Of Candidate Anti-Cancer Molecular Mechanisms Of Compound Kushen Injection Using Functional Genomics GSE78512_2",15.3478463799886
"OSD-295","skeletal_muscle","Stimulation of isolated plasmacytoid dendritic cells (pDCs) with TLR9 agonist CpG C (CpG) and TLR7 agonist imiquimod (IMQ) GSE79272_1",15.3478463799886
"OSD-295","skeletal_muscle","Stimulation of isolated plasmacytoid dendritic cells (pDCs) with TLR9 agonist CpG C (CpG) and TLR7 agonist imiquimod (IMQ) GSE79272_2",15.3478463799886
"OSD-295","skeletal_muscle","IGF2BP1 is a druggable, post-transcriptional super-enhancer of E2F-driven gene expression hallmark in cancer [IGF2BP1 KO in A-549 (polyA RNA)] GSE146546_1",15.3478463799886
"OSD-295","skeletal_muscle","High Resolution Mapping of RNA Polymerases Identifies Mechanisms of Sensitivity and Resistance to BET Inhibitors in t(8;21) AML GSE83660_1",15.3478463799886
"OSD-295","skeletal_muscle","High Resolution Mapping of RNA Polymerases Identifies Mechanisms of Sensitivity and Resistance to BET Inhibitors in t(8;21) AML GSE83660_2",7.65563143413014
"OSD-295","skeletal_muscle","Transcriptome analysis of dominant-negative Brd4 mutants identifies Brd4-specific target genes of BET inhibitor JQ1 GSE92456_1",15.3478463799886
"OSD-295","skeletal_muscle","Transcriptome analysis of dominant-negative Brd4 mutants identifies Brd4-specific target genes of BET inhibitor JQ1 GSE92456_2",-0.479504219516847
"OSD-295","skeletal_muscle","The CDK7 Inhibitor THZ1 Alters RNA Polymerase Dynamics at the 5’ and 3’ Ends of Genes GSE102243_1",15.3478463799886
"OSD-295","skeletal_muscle","The CDK7 Inhibitor THZ1 Alters RNA Polymerase Dynamics at the 5’ and 3’ Ends of Genes GSE102243_2",15.3478463799886
