"gene","class","source","mean_lfc","padj","n_studies","n_species","direction_concordance"
"RSPO1","C6_oncogenic","MSigDB_C6",-0.777498388262078,0.00651319290915415,13,1,0.923076923076923
"ACVR1B","C6_oncogenic","MSigDB_C6",0.131224125936226,0.00652016243703306,23,1,0.608695652173913
"ZNF557","C6_oncogenic","MSigDB_C6",-0.259673343239127,0.00653792674382675,10,1,0.8
"FOXK1","C6_oncogenic","MSigDB_C6",0.0901664927855781,0.00655161941333166,23,1,0.521739130434783
"VPS35L","C6_oncogenic","MSigDB_C6",-0.0857206599362177,0.00657808339088232,23,1,0.695652173913043
"NMRK2","C6_oncogenic","MSigDB_C6",0.258842570447875,0.00660331660859301,10,1,0.6
"BLOC1S4","C6_oncogenic","MSigDB_C6",-0.105519543858166,0.00665784145579732,23,1,0.739130434782609
"WSB1","C6_oncogenic","MSigDB_C6",0.13656506947482,0.00668592372230187,23,1,0.652173913043478
"PTGDR","C6_oncogenic","MSigDB_C6",-0.827061811516844,0.00669891170874809,7,1,0.714285714285714
"CD5L","C6_oncogenic","MSigDB_C6",-0.220203758098606,0.00679549808031786,9,1,0.666666666666667
"FEM1A","C6_oncogenic","MSigDB_C6",-0.120741664067825,0.00681233512981813,23,1,0.652173913043478
"FUS","KEGG_oncogenesis","KEGG",0.0915682789332221,0.00681777618898611,23,1,0.608695652173913
"DHCR24","C6_oncogenic","MSigDB_C6",-0.0444605226439503,0.00682310697078507,23,1,0.434782608695652
"PEX3","C6_oncogenic","MSigDB_C6",0.0949738735446579,0.00689748887345536,23,1,0.652173913043478
"PPBP","C6_oncogenic","MSigDB_C6",-0.606114200952228,0.00690709802721424,11,1,0.818181818181818
"TIMP4","C6_oncogenic","MSigDB_C6",-0.330547750963758,0.00691221075824509,19,1,0.631578947368421
"QPCT","C6_oncogenic","MSigDB_C6",-0.277932599818163,0.00692655239748828,22,1,0.590909090909091
"SAG","C6_oncogenic","MSigDB_C6",0.202658794333948,0.00692655239748828,10,1,0.7
"CFAP410","C6_oncogenic","MSigDB_C6",0.0794091616208287,0.00695080077733107,23,1,0.521739130434783
"RALB","C6_oncogenic","MSigDB_C6",-0.0932304182998266,0.00695080077733107,23,1,0.826086956521739
"SLC25A25","C6_oncogenic","MSigDB_C6",-0.104504509811416,0.00695080077733107,23,1,0.695652173913043
"LMAN2","C6_oncogenic","MSigDB_C6",-0.144729312385423,0.00702243279104391,23,1,0.652173913043478
"TXNRD3","C6_oncogenic","MSigDB_C6",0.104412564297124,0.0070253221816427,23,1,0.478260869565217
"ATP6V1D","C6_oncogenic","MSigDB_C6",-0.0777667440323237,0.00706827932093875,23,1,0.695652173913043
"RBP1","C6_oncogenic","MSigDB_C6",-0.144321058680972,0.00717140010416036,21,1,0.666666666666667
"SPOCD1","C6_oncogenic","MSigDB_C6",-0.425317142243411,0.00718270866503995,15,1,0.666666666666667
"LRP3","C6_oncogenic","MSigDB_C6",-0.240383358751546,0.00718542193116749,23,1,0.478260869565217
"UBN1","C6_oncogenic","MSigDB_C6",-0.0575112583132948,0.00722980206836881,23,1,0.652173913043478
"STT3A","C6_oncogenic","MSigDB_C6",-0.108799581263409,0.00725989515952961,23,1,0.826086956521739
"GBF1","C6_oncogenic","MSigDB_C6",0.0639327261643346,0.00730804207106192,23,1,0.652173913043478
"MAN2B1","C6_oncogenic","MSigDB_C6",0.0670297438931941,0.0073327489772563,23,1,0.695652173913043
"APOH","C6_oncogenic","MSigDB_C6",0.585458300913301,0.00739358152090369,11,1,0.818181818181818
"ARL6IP1","C6_oncogenic","MSigDB_C6",-0.124608746789471,0.00739459496226561,23,1,0.608695652173913
"FTH1P3","C6_oncogenic","MSigDB_C6",-0.785390804370884,0.00739459496226561,4,1,0.75
"IER5L","C6_oncogenic","MSigDB_C6",-0.167277105815442,0.00739459496226561,21,1,0.761904761904762
"CNDP2","C6_oncogenic","MSigDB_C6",-0.156935321425284,0.00742668255138761,23,1,0.739130434782609
"SCRN1","C6_oncogenic","MSigDB_C6",-0.100368438285821,0.00742668255138761,21,1,0.571428571428571
"MDM2","oncogene","Curated",-0.0951623570789533,0.00744067041152166,23,1,0.478260869565217
"AIFM2","C6_oncogenic","MSigDB_C6",-0.0767637843050252,0.00748253101480823,23,1,0.652173913043478
"VAV2","C6_oncogenic","MSigDB_C6",-0.104811740872552,0.00751104799731562,23,1,0.739130434782609
"DNASE1L1","C6_oncogenic","MSigDB_C6",0.0844665376269439,0.00755473378392048,23,1,0.478260869565217
"IGF1R","C6_oncogenic","MSigDB_C6",0.091258522216829,0.00755473378392048,23,1,0.652173913043478
"NSG1","C6_oncogenic","MSigDB_C6",-0.46583795980121,0.00756580528230658,20,1,0.65
"ZSCAN5A","C6_oncogenic","MSigDB_C6",-0.247189010434515,0.00758340204556867,10,1,0.7
"CAPN5","C6_oncogenic","MSigDB_C6",-0.25503060748307,0.00759486003385779,23,1,0.695652173913043
"GPATCH1","C6_oncogenic","MSigDB_C6",0.108646549265587,0.0076318468515397,23,1,0.565217391304348
"TNFRSF1B","C6_oncogenic","MSigDB_C6",-0.306511845803166,0.00765702016778534,21,1,0.619047619047619
"RITA1","C6_oncogenic","MSigDB_C6",-0.154089021219531,0.00765784274229953,23,1,0.695652173913043
"ERI2","C6_oncogenic","MSigDB_C6",-0.0822641697004696,0.00765995073560991,23,1,0.652173913043478
"BAZ1B","C6_oncogenic","MSigDB_C6",-0.0556329663337245,0.00768648362939425,23,1,0.652173913043478
"TUBAL3","C6_oncogenic","MSigDB_C6",-1.28463544935086,0.00774715439522002,3,1,0.666666666666667
"REN","C6_oncogenic","MSigDB_C6",1.12093792560805,0.00777432559721044,5,1,0.4
"SCARB1","C6_oncogenic","MSigDB_C6",0.0620628878741481,0.0077981975296049,23,1,0.478260869565217
"GNA12","C6_oncogenic","MSigDB_C6",-0.10608041103916,0.00780058429119448,23,1,0.695652173913043
"DPF1","C6_oncogenic","MSigDB_C6",-0.286846338888705,0.00784203156323134,16,1,0.6875
"ACP6","C6_oncogenic","MSigDB_C6",0.12471767831962,0.00801331407012578,23,1,0.608695652173913
"CYBC1","C6_oncogenic","MSigDB_C6",-0.137575782098105,0.00805081752169964,23,1,0.565217391304348
"IFNE","C6_oncogenic","MSigDB_C6",-0.680429155680893,0.00807363424870081,4,1,1
"SH3BGRL","C6_oncogenic","MSigDB_C6",-0.118869609585602,0.00808872105296779,23,1,0.608695652173913
"ZNF117","C6_oncogenic","MSigDB_C6",-0.305306330777723,0.0081106799731262,10,1,0.6
"MAP1LC3C","C6_oncogenic","MSigDB_C6",0.685656755477391,0.00824462097632666,5,1,0.8
"DAPK2","KEGG_oncogenesis","KEGG",-0.186479695553288,0.00828828120182569,22,1,0.590909090909091
"LMO7","C6_oncogenic","MSigDB_C6",0.160818969283502,0.00830607746927145,23,1,0.478260869565217
"FRAT1","C6_oncogenic","MSigDB_C6",-0.205396434904428,0.00832631020020647,23,1,0.652173913043478
"CDKN2A","TSG","Curated",-0.165663434840286,0.00833077731276797,14,1,0.5
"ADRM1","C6_oncogenic","MSigDB_C6",0.00825723827345859,0.00834836088326165,23,1,0.391304347826087
"MSRB2","C6_oncogenic","MSigDB_C6",-0.0947280739406741,0.00836042126089462,23,1,0.478260869565217
"RNF34","C6_oncogenic","MSigDB_C6",-0.0765769807230304,0.00842328196931488,23,1,0.782608695652174
"ZNF33A","C6_oncogenic","MSigDB_C6",0.162236925181559,0.00848008531639124,10,1,0.8
"FARS2","C6_oncogenic","MSigDB_C6",-0.067926505628233,0.00856552857030504,23,1,0.565217391304348
"CRIM1","C6_oncogenic","MSigDB_C6",-0.138465112837828,0.00856932844280319,23,1,0.565217391304348
"ENTPD4","C6_oncogenic","MSigDB_C6",0.142973182128421,0.00866435796602325,12,1,0.583333333333333
"DMBT1","C6_oncogenic","MSigDB_C6",0.921130511756473,0.00869107402077454,15,1,0.666666666666667
"ENHO","C6_oncogenic","MSigDB_C6",-0.52432908736342,0.00870948697561611,20,1,0.7
"ARC","C6_oncogenic","MSigDB_C6",-0.395671210690452,0.00871872693795922,19,1,0.684210526315789
"ITIH5","C6_oncogenic","MSigDB_C6",-0.172504496477385,0.00873038923435161,18,1,0.666666666666667
"CMTM8","C6_oncogenic","MSigDB_C6",-0.260589437600076,0.00877323981007306,22,1,0.545454545454545
"CCL25","C6_oncogenic","MSigDB_C6",0.120779719133345,0.00878055670614517,17,1,0.764705882352941
"TBC1D9","C6_oncogenic","MSigDB_C6",-0.201579399398745,0.00878059137744549,23,1,0.565217391304348
"LINC00842","C6_oncogenic","MSigDB_C6",-1.24373558533175,0.00880133611285813,4,1,1
"ZNF714","C6_oncogenic","MSigDB_C6",0.207641134833688,0.00883689417771898,10,1,0.5
"HECW2","C6_oncogenic","MSigDB_C6",-0.177327007068153,0.00884560686542235,22,1,0.5
"S100A11","C6_oncogenic","MSigDB_C6",-0.149648392229179,0.00884776038721374,21,1,0.571428571428571
"SLC22A4","C6_oncogenic","MSigDB_C6",-0.207559677668757,0.00885686076365867,23,1,0.608695652173913
"GPX3","C6_oncogenic","MSigDB_C6",0.0329589042906866,0.00894346991070812,23,1,0.652173913043478
"MLIP","C6_oncogenic","MSigDB_C6",0.244466999001528,0.00897393623885531,13,1,0.769230769230769
"RALA","C6_oncogenic","MSigDB_C6",-0.0785630736183335,0.00897393623885531,23,1,0.652173913043478
"TRIB1","C6_oncogenic","MSigDB_C6",-0.189805204016676,0.00897393623885531,23,1,0.695652173913043
"FZD1","C6_oncogenic","MSigDB_C6",-0.124669751603704,0.0089764809829996,23,1,0.434782608695652
"DBP","C6_oncogenic","MSigDB_C6",-0.265944023738228,0.00900582349729646,23,1,0.478260869565217
"H3-7","KEGG_oncogenesis","KEGG",-0.644279770288738,0.00900870368715506,8,1,0.625
"ADGRE2","C6_oncogenic","MSigDB_C6",-0.764366695609503,0.00900903086803852,7,1,0.857142857142857
"TCIM","C6_oncogenic","MSigDB_C6",-0.154602316897215,0.00900903086803852,21,1,0.571428571428571
"LLGL2","C6_oncogenic","MSigDB_C6",0.273115647356194,0.00903683670126646,23,1,0.608695652173913
"GPC3","C6_oncogenic","MSigDB_C6",-0.316861904537147,0.00905094423330043,19,1,0.736842105263158
"KIRREL3","C6_oncogenic","MSigDB_C6",-0.267762029415231,0.00905094423330043,18,1,0.833333333333333
"NENF","C6_oncogenic","MSigDB_C6",-0.113535278302803,0.009101747237986,23,1,0.695652173913043
"KCNS1","C6_oncogenic","MSigDB_C6",-0.623977548335044,0.0091154933647583,13,1,0.769230769230769
"DOCK9","C6_oncogenic","MSigDB_C6",0.101231826959546,0.0091785756642522,23,1,0.521739130434783
"FGG","C6_oncogenic","MSigDB_C6",0.984595355775104,0.00922999907045171,9,1,0.888888888888889
"CIZ1","C6_oncogenic","MSigDB_C6",0.0470890282159467,0.00925499724913791,23,1,0.695652173913043
"COA7","C6_oncogenic","MSigDB_C6",-0.0696774200702839,0.00930010516525362,23,1,0.652173913043478
"CHST2","C6_oncogenic","MSigDB_C6",-0.217038700194351,0.00933729616530633,22,1,0.681818181818182
"PLAAT3","C6_oncogenic","MSigDB_C6",-0.0705478685250487,0.00935189303139567,23,1,0.478260869565217
"TRPM4","C6_oncogenic","MSigDB_C6",0.0883793946178302,0.00935189303139567,23,1,0.608695652173913
"ADAM12","C6_oncogenic","MSigDB_C6",-0.141210570486957,0.00944751229006118,22,1,0.409090909090909
"C6orf15","C6_oncogenic","MSigDB_C6",-2.87696125890153,0.00945184712651261,3,1,1
"HSD17B8","C6_oncogenic","MSigDB_C6",0.172316887477939,0.0094521886733399,14,1,0.642857142857143
"PJA2","C6_oncogenic","MSigDB_C6",0.124770496311788,0.00951980835190303,23,1,0.652173913043478
"GPAM","C6_oncogenic","MSigDB_C6",-0.129459823144446,0.0095496586619992,23,1,0.608695652173913
"ANGPTL4","C6_oncogenic","MSigDB_C6",-0.380205157737708,0.00957623470729153,23,1,0.652173913043478
"CTSS","C6_oncogenic","MSigDB_C6",-0.185736481635613,0.00957623470729153,22,1,0.5
"ZDHHC14","C6_oncogenic","MSigDB_C6",-0.181879189887563,0.00964790221628143,23,1,0.652173913043478
"GABRA2","C6_oncogenic","MSigDB_C6",0.382260402289821,0.00971365699908681,7,1,0.857142857142857
"GPRIN1","C6_oncogenic","MSigDB_C6",-0.310674730123549,0.00971760045022064,15,1,0.533333333333333
"OTUD1","C6_oncogenic","MSigDB_C6",-0.146145336120511,0.00982163720306837,23,1,0.652173913043478
"COL6A2","C6_oncogenic","MSigDB_C6",-0.187643936399155,0.00989562455193854,23,1,0.652173913043478
"CEACAM19","C6_oncogenic","MSigDB_C6",0.0653514506825498,0.00991370591425339,12,1,0.583333333333333
"SV2B","C6_oncogenic","MSigDB_C6",0.313759128599335,0.00991657753054559,16,1,0.6875
"TOP6BL","C6_oncogenic","MSigDB_C6",0.194318882451782,0.00991657753054559,17,1,0.647058823529412
"FOLR2","C6_oncogenic","MSigDB_C6",-0.259872307042722,0.00994647860264351,13,1,0.615384615384615
"KIAA0232","C6_oncogenic","MSigDB_C6",0.170778931589641,0.0100317754693395,10,1,0.8
"COQ2","C6_oncogenic","MSigDB_C6",-0.100081365372015,0.0100810380922794,23,1,0.608695652173913
"FBXO33","C6_oncogenic","MSigDB_C6",-0.112038575870243,0.0100933118547934,23,1,0.608695652173913
"COX6A2","C6_oncogenic","MSigDB_C6",0.0589998422022185,0.0101092326114155,11,1,0.636363636363636
"SPRR1A","C6_oncogenic","MSigDB_C6",1.09135390935409,0.0101092326114155,4,1,0.75
"IRS2","C6_oncogenic","MSigDB_C6",-0.163310970905118,0.0101133324439974,23,1,0.521739130434783
"SSTR1","C6_oncogenic","MSigDB_C6",-0.490107031556913,0.0101523838641277,11,1,0.545454545454545
"SNX19","C6_oncogenic","MSigDB_C6",-0.107555533040278,0.0101537353891696,23,1,0.478260869565217
"RERE","C6_oncogenic","MSigDB_C6",0.0821193616135904,0.0101677812407788,23,1,0.652173913043478
"PDZRN4","C6_oncogenic","MSigDB_C6",0.440235278712574,0.0102878693715879,12,1,0.666666666666667
"HDAC6","C6_oncogenic","MSigDB_C6",0.0446072630647696,0.0103364946898589,23,1,0.565217391304348
"ABHD15","C6_oncogenic","MSigDB_C6",-0.12184163211554,0.0103649776448603,23,1,0.739130434782609
"MCTS1","C6_oncogenic","MSigDB_C6",-0.0514221140498938,0.0104067303819388,23,1,0.652173913043478
"CRK","C6_oncogenic","MSigDB_C6",-0.0667534474703933,0.0104706866303432,23,1,0.652173913043478
"BRI3BP","C6_oncogenic","MSigDB_C6",-0.15114926079689,0.0104793678985056,23,1,0.608695652173913
"COL19A1","C6_oncogenic","MSigDB_C6",0.341943895459183,0.0104793678985056,15,1,0.8
"PDXK","C6_oncogenic","MSigDB_C6",-0.126574245123123,0.0105178210101619,23,1,0.652173913043478
"TNFRSF11B","C6_oncogenic","MSigDB_C6",-0.236919889264875,0.0105223047743126,22,1,0.545454545454545
"EEF1AKMT1","C6_oncogenic","MSigDB_C6",-0.159062041063607,0.0105278870354372,23,1,0.826086956521739
"CENPU","C6_oncogenic","MSigDB_C6",0.025365236684517,0.0105959838731875,23,1,0.565217391304348
"GATA4","C6_oncogenic","MSigDB_C6",-0.241612910705917,0.0106381693493388,12,1,0.5
"CTRC","C6_oncogenic","MSigDB_C6",0.800450477487929,0.0106596807033702,4,1,0.75
"SELPLG","C6_oncogenic","MSigDB_C6",-0.244163913618297,0.0106596807033702,23,1,0.782608695652174
"ASPSCR1","C6_oncogenic","MSigDB_C6",0.0299333272486471,0.0107079678631883,23,1,0.565217391304348
"CHM","C6_oncogenic","MSigDB_C6",-0.0341751788334332,0.0107642942764756,23,1,0.565217391304348
"ITIH2","C6_oncogenic","MSigDB_C6",0.355059375259349,0.0107805968107471,14,1,0.642857142857143
"IDI1","C6_oncogenic","MSigDB_C6",0.12778055607247,0.010798544150449,23,1,0.695652173913043
"ARHGEF28","C6_oncogenic","MSigDB_C6",0.132918747838809,0.0108191805682493,22,1,0.681818181818182
"ADCY3","C6_oncogenic","MSigDB_C6",-0.210150302092568,0.0108691722006422,23,1,0.608695652173913
"F2R","C6_oncogenic","MSigDB_C6",-0.067741908507994,0.010878540696336,23,1,0.521739130434783
"NPTX1","C6_oncogenic","MSigDB_C6",0.0959655573185038,0.010878540696336,15,1,0.733333333333333
"TPRN","C6_oncogenic","MSigDB_C6",0.0432485530808928,0.010878540696336,23,1,0.565217391304348
"ZFY","C6_oncogenic","MSigDB_C6",-0.124471543734643,0.010878540696336,7,1,0.714285714285714
"MFAP3L","C6_oncogenic","MSigDB_C6",-0.230918370084735,0.0110441681331948,23,1,0.521739130434783
"FABP5","C6_oncogenic","MSigDB_C6",-0.400126479323615,0.0110863788478903,23,1,0.521739130434783
"SULF2","C6_oncogenic","MSigDB_C6",-0.288689137301895,0.0110863788478903,23,1,0.478260869565217
"ITGA2","C6_oncogenic","MSigDB_C6",-0.237930706079138,0.0111068708194528,23,1,0.565217391304348
"TAOK2","C6_oncogenic","MSigDB_C6",0.0437719535826813,0.0111122136696807,23,1,0.652173913043478
"RHOT2","C6_oncogenic","MSigDB_C6",0.0365367992952864,0.0111754366677566,23,1,0.565217391304348
"ISG20L2","C6_oncogenic","MSigDB_C6",-0.0840616293772567,0.0111992060613798,23,1,0.695652173913043
"HAVCR2","C6_oncogenic","MSigDB_C6",0.318408408818532,0.0112978669580857,21,1,0.666666666666667
"P2RY1","C6_oncogenic","MSigDB_C6",-0.160904245145739,0.0113071054192066,21,1,0.571428571428571
"GSTA4","C6_oncogenic","MSigDB_C6",-0.0619773126283147,0.0113634888636402,23,1,0.521739130434783
"IL1RL1","C6_oncogenic","MSigDB_C6",-0.507966637214621,0.0113928805229811,17,1,0.647058823529412
"NTRK2","oncogene","Curated",-0.576163098379821,0.0114182645561557,18,1,0.722222222222222
"SLC6A5","C6_oncogenic","MSigDB_C6",0.235088157703831,0.0114796429433991,6,1,0.833333333333333
"HTATIP2","C6_oncogenic","MSigDB_C6",-0.129082572505498,0.011543337273333,23,1,0.695652173913043
"CNNM4","C6_oncogenic","MSigDB_C6",0.0922054156163997,0.0116852845556779,23,1,0.478260869565217
"MYL6","C6_oncogenic","MSigDB_C6",-0.110773505522669,0.0116852845556779,23,1,0.652173913043478
"CHCHD3","C6_oncogenic","MSigDB_C6",-0.0379335698660711,0.0117421060159087,23,1,0.565217391304348
"MINDY2","C6_oncogenic","MSigDB_C6",-0.033811579106399,0.0117435781919831,23,1,0.652173913043478
"TGFA","C6_oncogenic","MSigDB_C6",-0.367092007146982,0.0117714632140431,23,1,0.826086956521739
"CYP26B1","C6_oncogenic","MSigDB_C6",-0.203967138783311,0.011788862076362,23,1,0.434782608695652
"AGTRAP","C6_oncogenic","MSigDB_C6",-0.123693722534885,0.0118005354398587,23,1,0.565217391304348
"PRKAA2","C6_oncogenic","MSigDB_C6",0.20598082367714,0.0118051292464858,23,1,0.652173913043478
"DKK3","C6_oncogenic","MSigDB_C6",-0.0311356970145096,0.0118077812985791,23,1,0.652173913043478
"KRT31","C6_oncogenic","MSigDB_C6",0.883216697671891,0.0118757020948189,5,1,1
"BNIPL","C6_oncogenic","MSigDB_C6",0.368902747592702,0.0119120931515878,13,1,0.538461538461538
"TARBP2","C6_oncogenic","MSigDB_C6",-0.123858524113818,0.0119460294075997,23,1,0.565217391304348
"KDM6B","C6_oncogenic","MSigDB_C6",0.0970364782166237,0.0119780533601649,23,1,0.695652173913043
"TMEM187","C6_oncogenic","MSigDB_C6",0.216890083851046,0.0119780533601649,10,1,1
"GDNF","C6_oncogenic","MSigDB_C6",-0.190142336179532,0.0120181748155425,17,1,0.588235294117647
"STEAP4","C6_oncogenic","MSigDB_C6",-0.562263170390922,0.0121099522557907,17,1,0.647058823529412
"HERPUD1","C6_oncogenic","MSigDB_C6",-0.0958228599388672,0.0122691800242108,23,1,0.652173913043478
"KRAS","oncogene","Curated",-0.0461223100205178,0.0122814937255508,23,1,0.608695652173913
"C17orf75","C6_oncogenic","MSigDB_C6",0.126840875499586,0.0122999219601394,10,1,0.8
"ABCA5","C6_oncogenic","MSigDB_C6",0.148559706810325,0.0123101700003805,23,1,0.652173913043478
"SLC27A5","C6_oncogenic","MSigDB_C6",0.233270400297503,0.0123101700003805,18,1,0.611111111111111
"ICAM3","C6_oncogenic","MSigDB_C6",0.180923508370873,0.0123404897466439,6,1,0.5
"PKIA","C6_oncogenic","MSigDB_C6",-0.127326221472655,0.012346786188466,22,1,0.681818181818182
"PPP1R8","C6_oncogenic","MSigDB_C6",-0.0818944932904966,0.012396391891429,23,1,0.739130434782609
"PLPPR4","C6_oncogenic","MSigDB_C6",-0.69562004896288,0.0124482340335212,15,1,0.466666666666667
"WDR4","C6_oncogenic","MSigDB_C6",-0.181081377717203,0.0124482340335212,23,1,0.565217391304348
"CENPB","C6_oncogenic","MSigDB_C6",-0.0756952319803539,0.0124487066020661,23,1,0.695652173913043
"CHRDL1","C6_oncogenic","MSigDB_C6",-0.323705939966309,0.0124487066020661,17,1,0.588235294117647
"RAB8A","C6_oncogenic","MSigDB_C6",-0.155757371551371,0.0125618274779408,23,1,0.652173913043478
"LSR","C6_oncogenic","MSigDB_C6",-0.206909273073141,0.0125952325306805,22,1,0.590909090909091
"ATP1A1","C6_oncogenic","MSigDB_C6",-0.0703787320954266,0.0126196977239576,23,1,0.652173913043478
"CELA1","C6_oncogenic","MSigDB_C6",-0.411389034888095,0.0126549891242597,13,1,0.692307692307692
"SP110","C6_oncogenic","MSigDB_C6",-0.197828500957694,0.0126549891242597,23,1,0.695652173913043
"MZT2A","C6_oncogenic","MSigDB_C6",0.193980859348189,0.0127262349494463,10,1,0.6
"MYH2","C6_oncogenic","MSigDB_C6",-0.47440094308826,0.0128454250243709,11,1,0.636363636363636
"AMHR2","C6_oncogenic","MSigDB_C6",-0.243519716416209,0.0128574960367587,14,1,0.5
"CLCNKB","C6_oncogenic","MSigDB_C6",0.265679590399268,0.0128640020877624,9,1,0.777777777777778
"RELN","C6_oncogenic","MSigDB_C6",-0.339683176402581,0.0128784345713174,22,1,0.636363636363636
"TNNI3","C6_oncogenic","MSigDB_C6",0.35381508144141,0.0129169249916513,15,1,0.533333333333333
"TTPAL","C6_oncogenic","MSigDB_C6",-0.168629232877499,0.0129427372143263,23,1,0.608695652173913
"WNK2","C6_oncogenic","MSigDB_C6",0.238206986504769,0.0129484248488066,20,1,0.75
"PLPP2","C6_oncogenic","MSigDB_C6",-0.227636490338237,0.0130694618828534,22,1,0.590909090909091
"C7","C6_oncogenic","MSigDB_C6",0.250539820293921,0.0130706725510646,18,1,0.611111111111111
"FBXO28","C6_oncogenic","MSigDB_C6",-0.0356734102483263,0.0131001038042003,23,1,0.695652173913043
"GALNS","C6_oncogenic","MSigDB_C6",-0.152733888193761,0.0132373342850043,23,1,0.695652173913043
"TMT1A","C6_oncogenic","MSigDB_C6",-0.258286794001503,0.0132388058137043,23,1,0.652173913043478
"MATN2","C6_oncogenic","MSigDB_C6",-0.171664440447947,0.0132988598028326,23,1,0.608695652173913
"TRIP11","C6_oncogenic","MSigDB_C6",-0.0315579020439744,0.0133133831551713,23,1,0.565217391304348
"CLIC1","C6_oncogenic","MSigDB_C6",-0.159954430628515,0.0134548982529175,23,1,0.695652173913043
"ICAM2","C6_oncogenic","MSigDB_C6",-0.251124768362329,0.0134548982529175,21,1,0.714285714285714
"RAB29","C6_oncogenic","MSigDB_C6",-0.132678811253865,0.0134548982529175,23,1,0.826086956521739
"TSC2","TSG","Curated",0.0485819420527273,0.0134548982529175,23,1,0.652173913043478
"PLCL2","C6_oncogenic","MSigDB_C6",-0.182112656202726,0.0134986902923457,23,1,0.565217391304348
"BAX","TSG","Curated",-0.175605320461815,0.0136087744226533,23,1,0.652173913043478
"PSG5","C6_oncogenic","MSigDB_C6",-0.35150236423714,0.0136087744226533,6,1,0.666666666666667
"SERPINE2","C6_oncogenic","MSigDB_C6",-0.213394139044268,0.0136273826802972,23,1,0.521739130434783
"ANGPTL2","C6_oncogenic","MSigDB_C6",-0.198176771291937,0.0136297191203273,22,1,0.545454545454545
"FZD8","C6_oncogenic","MSigDB_C6",-0.211411640696953,0.0136728579794251,23,1,0.608695652173913
"IFIT2","C6_oncogenic","MSigDB_C6",-0.442634168365475,0.0137232425860944,23,1,0.608695652173913
"CAPN12","C6_oncogenic","MSigDB_C6",0.0765553708311776,0.0137658577791368,15,1,0.533333333333333
"CYP3A7","C6_oncogenic","MSigDB_C6",-3.16275072566813,0.0139393547713975,2,1,0.5
"RBM4","C6_oncogenic","MSigDB_C6",0.100415550817752,0.0139700177857012,23,1,0.565217391304348
"KLHL9","C6_oncogenic","MSigDB_C6",-0.0954332228710967,0.0139988908917212,23,1,0.565217391304348
"ECHDC2","C6_oncogenic","MSigDB_C6",-0.083002407802974,0.0140369095600197,23,1,0.521739130434783
"GEM","C6_oncogenic","MSigDB_C6",-0.207437856955734,0.0140454614372526,23,1,0.739130434782609
"CNP","C6_oncogenic","MSigDB_C6",-0.144644907404447,0.0140487431610347,23,1,0.695652173913043
"GFOD3P","C6_oncogenic","MSigDB_C6",0.156475579545134,0.014076084784043,9,1,0.666666666666667
"VIPR2","C6_oncogenic","MSigDB_C6",0.523646331468618,0.014076084784043,14,1,0.857142857142857
"WT1","TSG","Curated",-0.295380955494007,0.014076084784043,10,1,0.7
"ZC3HC1","C6_oncogenic","MSigDB_C6",-0.107209639532862,0.014076084784043,23,1,0.608695652173913
"PTN","C6_oncogenic","MSigDB_C6",-0.138588608194146,0.0140928030993115,20,1,0.55
"SAT1","C6_oncogenic","MSigDB_C6",-0.233847906919649,0.0141379307128648,23,1,0.608695652173913
"SMAP1","C6_oncogenic","MSigDB_C6",0.0890893417653729,0.0141593638642653,23,1,0.652173913043478
"LRCH1","C6_oncogenic","MSigDB_C6",0.0913836523751258,0.0141744319307661,23,1,0.739130434782609
"TBXAS1","C6_oncogenic","MSigDB_C6",-0.366095108982333,0.0141856212005138,23,1,0.565217391304348
"GMPPB","C6_oncogenic","MSigDB_C6",-0.172582245171259,0.0141915917338025,23,1,0.652173913043478
"SLC6A17","C6_oncogenic","MSigDB_C6",-0.309006477898778,0.0142675614616727,19,1,0.421052631578947
"OXLD1","C6_oncogenic","MSigDB_C6",-0.0889675135803732,0.014270672241898,23,1,0.608695652173913
"LTA","C6_oncogenic","MSigDB_C6",0.68870389023515,0.0142801845104836,6,1,0.666666666666667
"LAMTOR2","C6_oncogenic","MSigDB_C6",-0.0646455547221903,0.0142875598550724,23,1,0.652173913043478
"CAMK2B","C6_oncogenic","MSigDB_C6",0.193090995596212,0.0143523070156171,23,1,0.695652173913043
"COL8A1","C6_oncogenic","MSigDB_C6",-0.189335370545669,0.0145332224872219,20,1,0.45
"STAG3","C6_oncogenic","MSigDB_C6",0.198763670530808,0.0145411455982678,17,1,0.647058823529412
"RPS4Y1","C6_oncogenic","MSigDB_C6",0.258537246821394,0.0145655115213305,7,1,0.857142857142857
"CSTF2T","C6_oncogenic","MSigDB_C6",-0.0484753381000341,0.0145744818395571,23,1,0.608695652173913
"FAIM","C6_oncogenic","MSigDB_C6",-0.160609318186884,0.014627796502605,23,1,0.695652173913043
"PLAG1","C6_oncogenic","MSigDB_C6",0.186349250834363,0.0146664109117384,23,1,0.695652173913043
"FBXO15","C6_oncogenic","MSigDB_C6",0.370995456256603,0.0147655856506776,11,1,0.727272727272727
"PI16","C6_oncogenic","MSigDB_C6",-0.306084725215129,0.0147778940666787,17,1,0.764705882352941
"WASHC3","C6_oncogenic","MSigDB_C6",-0.0812172514891641,0.0147823653040106,23,1,0.565217391304348
"PSPH","C6_oncogenic","MSigDB_C6",-0.150907167285957,0.0147859535490522,23,1,0.608695652173913
