"disease_name","disease_id","mean_score","max_score","n_genes","genes"
"Hammer Toe Syndrome","EFO_1001336",0.406417666015803,0.406417666015803,1,"EFEMP1"
"extraskeletal myxoid chondrosarcoma","MONDO_0012825",0.405013691409046,0.405013691409046,1,"NR4A3"
"childhood onset asthma","MONDO_0005405",0.404534084497258,0.404534084497258,1,"SERPINB7"
"prolapse of female genital organ","MONDO_0001592",0.403846461687897,0.403846461687897,1,"EFEMP1"
"Overweight","HP_0025502",0.402467719375693,0.402467719375693,1,"GIPR"
"smoking behavior","EFO_0004318",0.402167431248442,0.402167431248442,1,"EFEMP1"
"paroxysmal tachycardia","EFO_0009493",0.398536011360215,0.398536011360215,1,"CAV1"
"familial progressive hyperpigmentation","MONDO_0013648",0.392184224843284,0.392184224843284,1,"KITLG"
"Hyperglycemia","HP_0003074",0.387598397735843,0.387598397735843,1,"DPP4"
"Familial paroxysmal ataxia","Orphanet_97",0.387226262587119,0.387226262587119,1,"SLC1A3"
"acral peeling skin syndrome","MONDO_0012345",0.387193893677547,0.387193893677547,1,"CSTA"
"nervous system benign neoplasm","MONDO_0000648",0.386933472856178,0.386933472856178,1,"MAN1A1"
"Waardenburg syndrome type 2","MONDO_0019517",0.386297021666705,0.386297021666705,1,"KITLG"
"Delayed speech and language development","HP_0000750",0.385831102183754,0.385831102183754,1,"H3-3B"
"Brain imaging abnormality","HP_0410263",0.385831102183754,0.385831102183754,1,"H3-3B"
"osteogenesis imperfecta type 3","MONDO_0009804",0.383834241696678,0.383834241696678,1,"TENT5A"
"Arnold-Chiari malformation type I","Orphanet_268882",0.377444513992392,0.377444513992392,1,"DKK1"
"Brugada syndrome","MONDO_0015263",0.377261469303253,0.377261469303253,1,"SEMA3A"
"chondrosarcoma","MONDO_0008977",0.374845581869095,0.374845581869095,1,"NR4A3"
"testicular neoplasm","EFO_0004281",0.374555598387459,0.374555598387459,1,"KITLG"
"vitelliform macular dystrophy","MONDO_0000390",0.374518737316476,0.374518737316476,1,"BEST1"
"myxoid chondrosarcoma","MONDO_0003681",0.374454095555551,0.374454095555551,1,"NR4A3"
"Periventricular heterotopia","HP_0007165",0.374121775166347,0.374121775166347,1,"FLNA"
"nephrolithiasis","MONDO_0008171",0.374083250056936,0.374083250056936,1,"GIPR"
"interstitial lung disease specific to childhood","MONDO_0017014",0.373559921736444,0.373559921736444,1,"FLNA"
"adult T-cell leukemia/lymphoma","MONDO_0019471",0.372901757387681,0.372901757387681,1,"FAS"
"Ewing sarcoma","MONDO_0012817",0.372439546960049,0.372439546960049,1,"NR4A3"
"Hyperkeratosis","HP_0000962",0.372351703594837,0.372351703594837,1,"CSTA"
"chondroblastoma","MONDO_0004997",0.372004298531433,0.372004298531433,1,"H3-3B"
"otopalatodigital syndrome","MONDO_0019027",0.371987468503091,0.371987468503091,1,"FLNA"
"marginal zone lymphoma","MONDO_0017604",0.371681224141797,0.371681224141797,1,"FAS"
"nodular neuronal heterotopia","MONDO_0016292",0.37088878333671,0.37088878333671,1,"FLNA"
"mesenchymal chondrosarcoma","MONDO_0006853",0.37064239676692,0.37064239676692,1,"NR4A3"
"severe acute respiratory syndrome","MONDO_0005091",0.370267683858698,0.370267683858698,1,"CAV1"
"skeletal dysplasia","MONDO_0018230",0.3702266194304,0.3702266194304,1,"SEMA3A"
"hemolysis","EFO_0009473",0.369579854684702,0.369579854684702,1,"C1S"
"Isaacs syndrome","EFO_1000638",0.369579854684702,0.369579854684702,1,"SLC1A3"
"Urinary incontinence","HP_0000020",0.369579854684702,0.369579854684702,1,"PDE7B"
"Polyuria","HP_0000103",0.369579854684702,0.369579854684702,1,"PDE7B"
"Palmoplantar hyperkeratosis","HP_0000972",0.369579854684702,0.369579854684702,1,"CSTA"
"Hyperhidrosis","HP_0000975",0.369579854684702,0.369579854684702,1,"CSTA"
"Recurrent thrombophlebitis","HP_0004419",0.369579854684702,0.369579854684702,1,"PDE7B"
"Skin erosion","HP_0200041",0.369579854684702,0.369579854684702,1,"CSTA"
"nodular malignant melanoma","MONDO_0000930",0.369579854684702,0.369579854684702,1,"H3-3B"
"neoplasm of mature B-cells","MONDO_0004949",0.369579854684702,0.369579854684702,1,"FAS"
"dedifferentiated chondrosarcoma","MONDO_0005013",0.369579854684702,0.369579854684702,1,"NR4A3"
"prostatitis","MONDO_0005280",0.369579854684702,0.369579854684702,1,"PDE7B"
"urethritis","MONDO_0005297",0.369579854684702,0.369579854684702,1,"PDE7B"
"duodenal ulcer","MONDO_0005412",0.369579854684702,0.369579854684702,1,"CA12"
"thyroid gland diffuse large B-cell lymphoma","MONDO_0006462",0.369579854684702,0.369579854684702,1,"FAS"
"thyroid gland mucosa-associated lymphoid tissue lymphoma","MONDO_0006464",0.369579854684702,0.369579854684702,1,"FAS"
"porokeratosis of Mibelli","MONDO_0019141",0.369579854684702,0.369579854684702,1,"MVK"
"ichthyosis","MONDO_0019269",0.369579854684702,0.369579854684702,1,"CSTA"
"exfoliative dermatitis","MONDO_0043233",0.369579854684702,0.369579854684702,1,"CSTA"
"urinary tract infection","MONDO_0100338",0.369579854684702,0.369579854684702,1,"PDE7B"
"Ehlers-Danlos syndrome with periventricular heterotopia","Orphanet_82004",0.369579854684702,0.369579854684702,1,"FLNA"
"synovial bursa disorder","MONDO_0056802",0.367652543796756,0.367652543796756,1,"HAS1"
"prune belly syndrome","MONDO_0007032",0.360480958357363,0.360480958357363,1,"FLNA"
"cleft palate","MONDO_0016064",0.351960368951714,0.351960368951714,1,"FLNA"
"neutropenia","MONDO_0001475",0.350295166165173,0.350295166165173,1,"CSF3"
"alcoholic hepatitis","MONDO_0001505",0.346474954102663,0.346474954102663,1,"PDE7B"
"folate deficiency","EFO_0001070",0.345385429453601,0.345385429453601,1,"FOLR3"
"pseudotumor cerebri","MONDO_0009468",0.345320017056774,0.345320017056774,1,"CA12"
"Dermatochalasis","HP_0010750",0.344154582691805,0.344154582691805,1,"EFEMP1"
"retinal perforation","MONDO_0001539",0.343464945619478,0.343464945619478,1,"FAT3"
"narcolepsy-cataplexy syndrome","MONDO_0016158",0.343323192925433,0.343323192925433,1,"CTSC"
"Abnormal urine sodium concentration","HP_0012603",0.341167494232359,0.341167494232359,1,"GIPR"
"Conductive hearing impairment","HP_0000405",0.340013466309926,0.340013466309926,1,"FLNA"
"Patent foramen ovale","HP_0001655",0.340013466309926,0.340013466309926,1,"FLNA"
"Dysplastic corpus callosum","HP_0006989",0.340013466309926,0.340013466309926,1,"FLNA"
"methylmalonic acidemia","MONDO_0002012",0.340013466309926,0.340013466309926,1,"MVK"
"eyelid disorder","MONDO_0003382",0.339267278615837,0.339267278615837,1,"EFEMP1"
"thyroid gland disorder","MONDO_0003240",0.337685504031746,0.337685504031746,1,"CA12"
"intestinal disorder","MONDO_0005020",0.33492526687728,0.33492526687728,1,"EFEMP1"
"Abnormal delivery","HP_0001787",0.334515533504524,0.334515533504524,1,"EFEMP1"
"kidney failure","MONDO_0001106",0.333309627861699,0.333309627861699,1,"DPP4"
"Abnormal cerebral morphology","HP_0002060",0.332621869216232,0.332621869216232,1,"FLNA"
"Neurodevelopmental delay","HP_0012758",0.332621869216232,0.332621869216232,1,"FLNA"
"microcornea, rod-cone dystrophy, cataract, and posterior staphyloma 2","MONDO_0800296",0.332621869216232,0.332621869216232,1,"BEST1"
"keratoderma-ichthyosis-deafness syndrome, autosomal recessive","MONDO_0859278",0.332621869216232,0.332621869216232,1,"C12orf43"
"testicular seminoma","MONDO_0003669",0.331516091716061,0.331516091716061,1,"KITLG"
"dermatophytosis","MONDO_0004678",0.328002475816737,0.328002475816737,1,"ADGRL4"
"stage 5 chronic kidney disease","EFO_0009909",0.327689705412241,0.327689705412241,1,"DPP4"
"parathyroid gland disorder","MONDO_0001223",0.327367938582049,0.327367938582049,1,"CSTA"
"albuminuria","EFO_0004285",0.326010496260205,0.326010496260205,1,"DPP4"
"kidney transplant","EFO_0010134",0.325763452433049,0.325763452433049,1,"PDE7B"
"tricuspid valve disorder","MONDO_0000471",0.325763452433049,0.325763452433049,1,"SH2D4A"
"osteoradionecrosis","MONDO_0043735",0.323793017132097,0.323793017132097,1,"PDE7B"
"transient ischemic attack","MONDO_0005264",0.323382372849114,0.323382372849114,1,"PDE7B"
"Abnormality of the immune system","HP_0002715",0.322811830141889,0.322811830141889,1,"SH2D4A"
"suntan","EFO_0004279",0.322547948632629,0.322547948632629,1,"KITLG"
"retinal break","EFO_0010698",0.320703162671978,0.320703162671978,1,"FAT3"
"hyperparathyroidism","MONDO_0001741",0.318757458451518,0.318757458451518,1,"CSTA"
"Abnormality of the gastrointestinal tract","HP_0011024",0.317801716197474,0.317801716197474,1,"ADGRL4"
"spinal cord injury","MONDO_0043797",0.317801716197474,0.317801716197474,1,"FAT3"
"testicular non-seminomatous germ cell tumor","MONDO_0006447",0.317515938184315,0.317515938184315,1,"KITLG"
"aortic aneurysm","MONDO_0005160",0.317296766817965,0.317296766817965,1,"MMP3"
"bone disorder","MONDO_0005381",0.312647380511584,0.312647380511584,1,"SLC1A3"
"acute myocardial infarction","MONDO_0004781",0.312449138747261,0.312449138747261,1,"DPP4"
"dermatomycosis","MONDO_0002040",0.311952992588142,0.311952992588142,1,"CD83"
"acute tonsillitis","MONDO_0020686",0.311952992588142,0.311952992588142,1,"CD83"
"Allergy","HP_0012393",0.311755571594237,0.311755571594237,1,"SERPINB7"
"cardioembolic stroke","EFO_1001976",0.31079809801354,0.31079809801354,1,"CAV1"
"shoulder fracture","EFO_0009621",0.310618407284107,0.310618407284107,1,"TENT5A"
"sebaceous gland disorder","MONDO_0006607",0.310171314653724,0.310171314653724,1,"CSTA"
"CTSC-related disorder","MONDO_0800465",0.307983212237251,0.307983212237251,1,"CTSC"
"facial morphology","EFO_0004743",0.305746875740122,0.305746875740122,1,"PDE7B"
"endocrine gland neoplasm","MONDO_0002082",0.302112584781129,0.302112584781129,1,"SOAT1"
"Cachexia","HP_0004326",0.300824061438515,0.300824061438515,1,"SH2D4A"
"dyshidrosis","MONDO_0006540",0.299363626308751,0.299363626308751,1,"TENT5A"
"Esophageal atresia","HP_0002032",0.298743715870134,0.298743715870134,1,"TENT5A"
"pyloric stenosis","MONDO_0001561",0.298743715870134,0.298743715870134,1,"TENT5A"
"First degree atrioventricular block","HP_0011705",0.298473711857537,0.298473711857537,1,"CAV1"
"Lower limb asymmetry","HP_0100559",0.297900371508466,0.297900371508466,1,"GPC6"
"atopic asthma","EFO_0010638",0.297208715140842,0.297208715140842,1,"SERPINB7"
"alcohol dependence","MONDO_0007079",0.297122822494044,0.297122822494044,1,"SEMA3A"
"Pulmonary Infarction","EFO_1001408",0.296834073448882,0.296834073448882,1,"SCARA5"
"pulmonary embolism","MONDO_0005279",0.296834073448882,0.296834073448882,1,"SCARA5"
"benign endocrine neoplasm","MONDO_0000627",0.295618442995002,0.295618442995002,1,"SOAT1"
"sinusitis","MONDO_0005961",0.29318469284686,0.29318469284686,1,"ACAA2"
"Tietze syndrome","MONDO_0001858",0.292883538817884,0.292883538817884,1,"GPC6"
"retinal degeneration","MONDO_0004580",0.292883538817884,0.292883538817884,1,"PDE7B"
"coronary artery calcification","EFO_0004723",0.292836044992526,0.292836044992526,1,"EREG"
"autism spectrum disorder","MONDO_0005258",0.290802144189519,0.290802144189519,1,"DPP4"
"Impaired glucose tolerance","HP_0040270",0.286939851164849,0.286939851164849,1,"DPP4"
"normal pressure hydrocephalus","MONDO_0009366",0.285397776673186,0.285397776673186,1,"CA12"
"T-cell large granular lymphocyte leukemia","MONDO_0019469",0.284519447705766,0.284519447705766,1,"FAS"
"primary thrombocytopenia","MONDO_0004680",0.282252808203647,0.282252808203647,1,"GFPT2"
"T-cell acute lymphoblastic leukemia","MONDO_0004963",0.281703740183731,0.281703740183731,1,"FAS"
"benign neoplasm","MONDO_0005165",0.281478962846037,0.281478962846037,1,"MRGPRF"
"peripheral T-cell lymphoma, not otherwise specified","MONDO_0004964",0.279766816942782,0.279766816942782,1,"FAS"
"aggressive NK-cell leukemia","MONDO_0019470",0.279725752514484,0.279725752514484,1,"FAS"
"angioimmunoblastic T-cell lymphoma","MONDO_0004977",0.279366438766874,0.279366438766874,1,"FAS"
"inherited hemoglobinopathy","MONDO_0019050",0.278071126675857,0.278071126675857,1,"CD1D"
"disorder of ear","MONDO_0021205",0.277432780585191,0.277432780585191,1,"RHCE"
"Apnea","HP_0002104",0.277184891013526,0.277184891013526,1,"CA12"
"breast lobular carcinoma","MONDO_0000552",0.277184891013526,0.277184891013526,1,"H3-3B"
"bile duct adenocarcinoma","MONDO_0003193",0.277184891013526,0.277184891013526,1,"H3-3B"
"gastric intestinal type adenocarcinoma","MONDO_0005037",0.277184891013526,0.277184891013526,1,"H3-3B"
"erectile dysfunction","MONDO_0005362",0.277184891013526,0.277184891013526,1,"PDE7B"
"cecum adenocarcinoma","MONDO_0006028",0.277184891013526,0.277184891013526,1,"H3-3B"
"uterine carcinosarcoma","MONDO_0006485",0.277184891013526,0.277184891013526,1,"NR4A3"
"obesity-hypoventilation syndrome","MONDO_0009763",0.277184891013526,0.277184891013526,1,"CA12"
"extranodal nasal NK/T cell lymphoma","MONDO_0019472",0.277184891013526,0.277184891013526,1,"NR4A3"
"lentigo maligna melanoma","MONDO_0023619",0.277184891013526,0.277184891013526,1,"H3-3B"
"Abnormal cardiac septum morphology","HP_0001671",0.274838881081711,0.274838881081711,1,"PDE7B"
"cannabis dependence","MONDO_0005689",0.274508252684308,0.274508252684308,1,"DPP4"
"Snoring","HP_0025267",0.270257430485589,0.270257430485589,1,"FAT3"
"diabetic eye disease","EFO_0009486",0.270204332656854,0.270204332656854,1,"C12orf43"
"menopause","GO_0042697",0.269547549060059,0.269547549060059,1,"SLCO4A1"
"diabetic foot","EFO_1001459",0.267684009142869,0.267684009142869,1,"DPP4"
"body weight gain","EFO_0004566",0.267667225337924,0.267667225337924,1,"CAVIN2"
"Vascular dilatation","HP_0002617",0.267244732838569,0.267244732838569,1,"FLNA"
"male infertility with azoospermia or oligozoospermia due to single gene mutation","EFO_0700088",0.266097495372985,0.266097495372985,1,"SEMA3A"
"Abnormality of the face","HP_0000271",0.266097495372985,0.266097495372985,1,"FLNA"
"Arterial thrombosis","HP_0004420",0.266097495372985,0.266097495372985,1,"FLNA"
"Arterial tortuosity","HP_0005116",0.266097495372985,0.266097495372985,1,"FLNA"
"androgenetic alopecia","MONDO_0005339",0.265005394496177,0.265005394496177,1,"DKK1"
"estrogen-receptor positive breast cancer","MONDO_0006512",0.264693530313458,0.264693530313458,1,"GIPR"
"Ehlers-Danlos syndrome","MONDO_0020066",0.261999875719548,0.261999875719548,1,"C1R"
"abdominal abscess","EFO_1001753",0.260445762757804,0.260445762757804,1,"ENPP2"
"liver failure","MONDO_0100192",0.259629847916003,0.259629847916003,1,"PDE7B"
"macular retinal edema","MONDO_0003005",0.259075478133976,0.259075478133976,1,"DPP4"
"cerebrovascular disorder","MONDO_0011057",0.258979321710247,0.258979321710247,1,"MMP3"
"sleep disorder","MONDO_0100081",0.258813790328382,0.258813790328382,1,"GIPR"
"osteonecrosis","MONDO_0005380",0.258705898279291,0.258705898279291,1,"PDE7B"
"cervical artery dissection","MONDO_0006061",0.258705898279291,0.258705898279291,1,"PDE7B"
"tropical spastic paraparesis","MONDO_0008039",0.258705898279291,0.258705898279291,1,"PDE7B"
"paramyotonia congenita of Von Eulenburg","MONDO_0008195",0.258705898279291,0.258705898279291,1,"CA12"
"malignant pancreatic neoplasm","MONDO_0009831",0.258705898279291,0.258705898279291,1,"MMP3"
"substance abuse","MONDO_0002491",0.258239392602865,0.258239392602865,1,"ERAP2"
"occlusion precerebral artery","MONDO_0003718",0.257806418976977,0.257806418976977,1,"MMP3"
"sialadenitis","MONDO_0006969",0.256801977439474,0.256801977439474,1,"SLC1A3"
"chronic hepatitis","EFO_0008496",0.254872772085396,0.254872772085396,1,"ADGRL4"
"lichen planus","MONDO_0006572",0.253671041726044,0.253671041726044,1,"ERAP2"
"luminal A breast carcinoma","MONDO_0021116",0.249307887965739,0.249307887965739,1,"TENT5A"
"chronic ulcer of skin","EFO_0007066",0.246954432341451,0.246954432341451,1,"FAT3"
"femur fracture","EFO_0008553",0.246954432341451,0.246954432341451,1,"GPC6"
"respiratory tract infectious disorder","MONDO_0024355",0.246954432341451,0.246954432341451,1,"GPC6"
"synovium disorder","MONDO_0056799",0.246954432341451,0.246954432341451,1,"FAT3"
"Paraproteinemia","HP_0031047",0.246766615850262,0.246766615850262,1,"MAN1A1"
"optic choroid disorder","MONDO_0001898",0.24558416058237,0.24558416058237,1,"FAT3"
"anti-GAD65 autoimmune neurological syndromes","EFO_0803379",0.244192410864233,0.244192410864233,1,"RHCE"
"major salivary gland cancer","MONDO_0044743",0.240899872783999,0.240899872783999,1,"TENT5A"
"central nervous system infectious disorder","MONDO_0024619",0.240659275585223,0.240659275585223,1,"EPB41"
"breast adenocarcinoma","MONDO_0004988",0.240612056605329,0.240612056605329,1,"FAT3"
"adrenal gland hyperfunction","MONDO_0006640",0.239356477660591,0.239356477660591,1,"SCARA5"
"pulmonary hypertension","MONDO_0005149",0.239200294837599,0.239200294837599,1,"CA12"
"Hypermetropia","HP_0000540",0.238301898856615,0.238301898856615,1,"ZNF281"
"malignant renal pelvis neoplasm","MONDO_0044919",0.23723452139191,0.23723452139191,1,"CD83"
"birdshot chorioretinopathy","MONDO_0011599",0.23518354813872,0.23518354813872,1,"ERAP2"
"pulmonary vascular congestion","EFO_0009866",0.234148656349483,0.234148656349483,1,"ERAP2"
"tooth disorder","MONDO_0006999",0.23247976385916,0.23247976385916,1,"GPC6"
"brain compression","MONDO_0001291",0.228883780767652,0.228883780767652,1,"CD83"
"Prosthesis-Related Infections","EFO_1001406",0.224995146716086,0.224995146716086,1,"ADGRL4"
"Alkalosis","HP_0001948",0.224416343255379,0.224416343255379,1,"SCARA5"
"muscle cramp","EFO_0009846",0.222472273303225,0.222472273303225,1,"SLC1A3"
"Encephalopathy","HP_0001298",0.219523311723662,0.219523311723662,1,"ADGRL4"
"Hypercalcemia","HP_0003072",0.219219891494648,0.219219891494648,1,"CSTA"
"muscle strain","EFO_0010686",0.216769506942575,0.216769506942575,1,"TP53I11"
"fracture of pelvis","EFO_0009622",0.214483018493189,0.214483018493189,1,"GCNT3"
"colorectal adenoma","MONDO_0005484",0.214153161099444,0.214153161099444,1,"KLF2"
"tympanic membrane perforation","EFO_0009472",0.210145065538177,0.210145065538177,1,"MAN1A1"
"autoimmune disorder of musculoskeletal system","MONDO_0000589",0.210145065538177,0.210145065538177,1,"DCN"
"tympanic membrane disorder","MONDO_0003648",0.210145065538177,0.210145065538177,1,"MAN1A1"
"rheumatic disorder","MONDO_0005554",0.210145065538177,0.210145065538177,1,"MAN1A1"
"fungal lung infectious disease","MONDO_0005766",0.210145065538177,0.210145065538177,1,"DCN"
"cornea transplantation","EFO_0010676",0.20997956409573,0.20997956409573,1,"CD83"
"skin infection","MONDO_0021201",0.209477001882501,0.209477001882501,1,"HAS1"
"mononeuropathy","MONDO_0001397",0.20937441433858,0.20937441433858,1,"UMPS"
"Phenotypic abnormality","HP_0000118",0.207862542250463,0.207862542250463,1,"CD1D"
"muscular dystrophy","MONDO_0020121",0.205179185175078,0.205179185175078,1,"CAVIN2"
"sunburn","MONDO_0005326",0.200831275258535,0.200831275258535,1,"CTSC"
"polyarteritis nodosa","MONDO_0019170",0.198806179078026,0.198806179078026,1,"SEMA3A"
"congenital generalized lipodystrophy","MONDO_0006536",0.197026031923823,0.197026031923823,1,"CAV1"
"pneumonitis","MONDO_0043905",0.192219759168326,0.192219759168326,1,"GFPT2"
"benign chondrogenic neoplasm","MONDO_0024470",0.18775723405079,0.18775723405079,1,"GCNT3"
"nodular goiter","MONDO_0006869",0.187701410861802,0.187701410861802,1,"UMPS"
"Vertigo","HP_0002321",0.187407181383734,0.187407181383734,1,"MGST1"
"cerebral palsy","MONDO_0006497",0.186915011506788,0.186915011506788,1,"RHOB"
"Visual loss","HP_0000572",0.185713876979063,0.185713876979063,1,"CA12"
"arteriosclerosis","EFO_0009086",0.184789927342351,0.184789927342351,1,"SOAT1"
"Ataxia","HP_0001251",0.184789927342351,0.184789927342351,1,"CA12"
"colorectal diffuse large B-cell lymphoma","MONDO_0006158",0.184789927342351,0.184789927342351,1,"BTG2"
"duodenal adenocarcinoma","MONDO_0006186",0.184789927342351,0.184789927342351,1,"BTG2"
"gastric diffuse large B-cell lymphoma","MONDO_0006223",0.184789927342351,0.184789927342351,1,"BTG2"
"placental choriocarcinoma","MONDO_0006374",0.184789927342351,0.184789927342351,1,"BTG2"
"small intestinal diffuse large B-cell lymphoma","MONDO_0006417",0.184789927342351,0.184789927342351,1,"BTG2"
"PMM2-congenital disorder of glycosylation","MONDO_0008907",0.184789927342351,0.184789927342351,1,"CA12"
"Landau-Kleffner syndrome","MONDO_0009509",0.184789927342351,0.184789927342351,1,"CA12"
"diffuse large B-cell lymphoma of the central nervous system","MONDO_0017596",0.184789927342351,0.184789927342351,1,"BTG2"
"developmental and/or epileptic encephalopathy with spike-wave activation in sleep","MONDO_0800501",0.184789927342351,0.184789927342351,1,"CA12"
"dizziness","EFO_0009847",0.184450542546256,0.184450542546256,1,"MGST1"
"gastroparesis","MONDO_0006769",0.181804072488758,0.181804072488758,1,"CD83"
"hypertriglyceridemia","MONDO_0005347",0.181743138256856,0.181743138256856,1,"APOA4"
"Pilonidal abscess","HP_0010771",0.179321716067121,0.179321716067121,1,"DKK1"
"Epiretinal membrane","HP_0100014",0.176416717468619,0.176416717468619,1,"SLCO4A1"
"Headache","HP_0002315",0.171223869401016,0.171223869401016,1,"GIPR"
"urinary system disorder","MONDO_0002118",0.158562266334976,0.158562266334976,1,"BAMBI"
"peripheral vascular disease","MONDO_0005294",0.15825016549693,0.15825016549693,1,"MMP3"
"renal osteodystrophy","MONDO_0006946",0.155287637568294,0.155287637568294,1,"CAVIN2"
"Tachycardia","HP_0001649",0.151386502243124,0.151386502243124,1,"CAV1"
"Aganglionic megacolon","HP_0002251",0.147831941873881,0.147831941873881,1,"RHCE"
"Dysmetria","HP_0001310",0.147400919988682,0.147400919988682,1,"SLCO4A1"
"vascular dementia","MONDO_0004648",0.139239210252461,0.139239210252461,1,"C1R"
"Rod-cone dystrophy","HP_0000510",0.135621374562924,0.135621374562924,1,"BEST1"
"cone-rod dystrophy 6","MONDO_0011143",0.134724176361063,0.134724176361063,1,"BEST1"
"multinodular goiter","MONDO_0000334",0.133985313145924,0.133985313145924,1,"UMPS"
"trauma complication","EFO_0009888",0.132996545011362,0.132996545011362,1,"GASK1B"
"brain aneurysm","MONDO_0005291",0.132996545011362,0.132996545011362,1,"GASK1B"
"peripheral arterial disease","MONDO_0005386",0.132399477858819,0.132399477858819,1,"MMP3"
"familial lipoprotein lipase deficiency","MONDO_0009387",0.131636193422864,0.131636193422864,1,"APOA4"
"response to angiotensin-converting enzyme inhibitor","EFO_0005325",0.131103127077096,0.131103127077096,1,"BDKRB1"
"lower respiratory tract disorder","MONDO_0000270",0.126939529256542,0.126939529256542,1,"CSF3"
"response to vaccine","EFO_0004645",0.12665969898589,0.12665969898589,1,"RHCE"
"myotonic syndrome","MONDO_0016120",0.123741670425561,0.123741670425561,1,"GIPR"
"deficiency anemia","MONDO_0001639",0.12353523970319,0.12353523970319,1,"CTSC"
"foreign body","EFO_0009525",0.120534383321272,0.120534383321272,1,"BAMBI"
"acroleukopathy, symmetric","MONDO_0007049",0.119475841559797,0.119475841559797,1,"KITLG"
"Pulmonary arterial hypertension associated with congenital heart disease","EFO_0009054",0.118265553499105,0.118265553499105,1,"CAV1"
"marfanoid habitus and intellectual disability","EFO_0022914",0.118265553499105,0.118265553499105,1,"CLDN11"
"nemaline myopathy 6","MONDO_0012237",0.118265553499105,0.118265553499105,1,"MVK"
"radioulnar synostosis with amegakaryocytic thrombocytopenia 2","MONDO_0014758",0.118265553499105,0.118265553499105,1,"CAV1"
"multiple congenital anomalies/dysmorphic syndrome","MONDO_0019042",0.118265553499105,0.118265553499105,1,"SLC1A3"
"Cataract - intellectual disability - hypogonadism","Orphanet_1387",0.118265553499105,0.118265553499105,1,"SEMA3A"
"skin cancer","MONDO_0002898",0.117517639417681,0.117517639417681,1,"CTSC"
"connective tissue disorder","MONDO_0003900",0.116385865965132,0.116385865965132,1,"GPC6"
"Decreased total neutrophil count","HP_0001875",0.113266046379337,0.113266046379337,1,"CSF3"
"disorder of visual system","MONDO_0024458",0.111565055447532,0.111565055447532,1,"CEP15"
"Recurrent pancreatitis","HP_0100027",0.110873956405411,0.110873956405411,1,"RHOB"
"amenorrhea","MONDO_0001836",0.110873956405411,0.110873956405411,1,"SEMA3A"
"myoepithelial tumor","MONDO_0002380",0.110873956405411,0.110873956405411,1,"HAS1"
"nervous system disorder","MONDO_0005071",0.108207565816246,0.108207565816246,1,"GASK1B"
"alcohol abuse","MONDO_0002046",0.108184236351872,0.108184236351872,1,"GIPR"
"non-autoimmune hemolytic anemia","MONDO_0021559",0.107949764221549,0.107949764221549,1,"GCNT3"
"aortitis","MONDO_0006656",0.107931411876971,0.107931411876971,1,"CSF3"
"presbycusis","MONDO_0043765",0.10524679198702,0.10524679198702,1,"MVK"
"hepatitis C virus infection","MONDO_0005231",0.105227597514394,0.105227597514394,1,"MMP3"
"Neurofibromatosis type 6","Orphanet_2678",0.105147920933656,0.105147920933656,1,"KITLG"
"autosomal dominant sideroblastic anemia","MONDO_0008422",0.100720199553438,0.100720199553438,1,"KITLG"
"Constitutional sideroblastic anemia","Orphanet_98362",0.100720199553438,0.100720199553438,1,"KITLG"
"Abnormal male internal genitalia morphology","HP_0000022",0.100343234190177,0.100343234190177,1,"PI3"
"Hepatomegaly","HP_0002240",0.100235740447084,0.100235740447084,1,"GLIPR1"
"delta-beta-thalassemia","MONDO_0016489",0.0996536495411153,0.0996536495411153,1,"KITLG"
"biliary tract cancer","MONDO_0003060",0.0975952168218801,0.0975952168218801,1,"DKK1"
"seborrheic keratosis","MONDO_0008420",0.0959262485414052,0.0959262485414052,1,"CTSC"
"breast angiosarcoma","MONDO_0003024",0.095723084968624,0.095723084968624,1,"ENPP2"
"Visual impairment","HP_0000505",0.0951699490241931,0.0951699490241931,1,"C12orf43"
"sprain","EFO_0009582",0.0934597417521181,0.0934597417521181,1,"CEP15"
"enteritis","MONDO_0043579",0.093265107385721,0.093265107385721,1,"DKK1"
"diabetic macular edema","MONDO_0004728",0.0929493334532025,0.0929493334532025,1,"BDKRB1"
"pterygium","MONDO_0005085",0.0924308156179926,0.0924308156179926,1,"MMP3"
"Endometrial Intraepithelial Neoplasia","EFO_1000235",0.0923949636711754,0.0923949636711754,1,"GIPR"
"familial keratoacanthoma","MONDO_0018851",0.0919489218509993,0.0919489218509993,1,"SCD"
"pemphigus vulgaris","MONDO_0008219",0.0912780807167212,0.0912780807167212,1,"SCD"
"trichodysplasia-xeroderma syndrome","MONDO_0008598",0.0910178105779923,0.0910178105779923,1,"SCD"
"Trichodysplasia - xeroderma","Orphanet_3361",0.0910178105779923,0.0910178105779923,1,"SCD"
"peeling skin syndrome type A","MONDO_0014555",0.0906771770388151,0.0906771770388151,1,"SCD"
"cyclic hematopoiesis","MONDO_0008090",0.0897233687260494,0.0897233687260494,1,"CSF3"
"Localized epidermolysis bullosa simplex","Orphanet_79400",0.0896060522967013,0.0896060522967013,1,"SCD"
"autosomal dominant palmoplantar keratoderma and congenital alopecia","MONDO_0007083",0.0894873464474782,0.0894873464474782,1,"SCD"
"ichthyosis, annular epidermolytic 1","MONDO_0100303",0.0892211529228837,0.0892211529228837,1,"SCD"
"connective tissue neoplasm","MONDO_0021581",0.0888185916084356,0.0888185916084356,1,"ACAA2"
