"disease","primekg_padj","primekg_n_overlap","primekg_n_disease_genes","ot_n_genes","ot_mean_score","ot_max_score","primekg_score","ot_score","combined_score"
"nemaline myopathy 6",NA,NA,NA,1,0.118265553499105,0.118265553499105,0,0.0126582278481013,0.0126582278481013
"radioulnar synostosis with amegakaryocytic thrombocytopenia 2",NA,NA,NA,1,0.118265553499105,0.118265553499105,0,0.0126582278481013,0.0126582278481013
"multiple congenital anomalies/dysmorphic syndrome",NA,NA,NA,1,0.118265553499105,0.118265553499105,0,0.0126582278481013,0.0126582278481013
"Cataract - intellectual disability - hypogonadism",NA,NA,NA,1,0.118265553499105,0.118265553499105,0,0.0126582278481013,0.0126582278481013
"connective tissue disorder",NA,NA,NA,1,0.116385865965132,0.116385865965132,0,0.0126582278481013,0.0126582278481013
"Decreased total neutrophil count",NA,NA,NA,1,0.113266046379337,0.113266046379337,0,0.0126582278481013,0.0126582278481013
"disorder of visual system",NA,NA,NA,1,0.111565055447532,0.111565055447532,0,0.0126582278481013,0.0126582278481013
"Recurrent pancreatitis",NA,NA,NA,1,0.110873956405411,0.110873956405411,0,0.0126582278481013,0.0126582278481013
"amenorrhea",NA,NA,NA,1,0.110873956405411,0.110873956405411,0,0.0126582278481013,0.0126582278481013
"myoepithelial tumor",NA,NA,NA,1,0.110873956405411,0.110873956405411,0,0.0126582278481013,0.0126582278481013
"nervous system disorder",NA,NA,NA,1,0.108207565816246,0.108207565816246,0,0.0126582278481013,0.0126582278481013
"alcohol abuse",NA,NA,NA,1,0.108184236351872,0.108184236351872,0,0.0126582278481013,0.0126582278481013
"non-autoimmune hemolytic anemia",NA,NA,NA,1,0.107949764221549,0.107949764221549,0,0.0126582278481013,0.0126582278481013
"aortitis",NA,NA,NA,1,0.107931411876971,0.107931411876971,0,0.0126582278481013,0.0126582278481013
"presbycusis",NA,NA,NA,1,0.10524679198702,0.10524679198702,0,0.0126582278481013,0.0126582278481013
"Neurofibromatosis type 6",NA,NA,NA,1,0.105147920933656,0.105147920933656,0,0.0126582278481013,0.0126582278481013
"autosomal dominant sideroblastic anemia",NA,NA,NA,1,0.100720199553438,0.100720199553438,0,0.0126582278481013,0.0126582278481013
"Constitutional sideroblastic anemia",NA,NA,NA,1,0.100720199553438,0.100720199553438,0,0.0126582278481013,0.0126582278481013
"Abnormal male internal genitalia morphology",NA,NA,NA,1,0.100343234190177,0.100343234190177,0,0.0126582278481013,0.0126582278481013
"Hepatomegaly",NA,NA,NA,1,0.100235740447084,0.100235740447084,0,0.0126582278481013,0.0126582278481013
"delta-beta-thalassemia",NA,NA,NA,1,0.0996536495411153,0.0996536495411153,0,0.0126582278481013,0.0126582278481013
"seborrheic keratosis",NA,NA,NA,1,0.0959262485414052,0.0959262485414052,0,0.0126582278481013,0.0126582278481013
"breast angiosarcoma",NA,NA,NA,1,0.095723084968624,0.095723084968624,0,0.0126582278481013,0.0126582278481013
"Visual impairment",NA,NA,NA,1,0.0951699490241931,0.0951699490241931,0,0.0126582278481013,0.0126582278481013
"sprain",NA,NA,NA,1,0.0934597417521181,0.0934597417521181,0,0.0126582278481013,0.0126582278481013
"enteritis",NA,NA,NA,1,0.093265107385721,0.093265107385721,0,0.0126582278481013,0.0126582278481013
"diabetic macular edema",NA,NA,NA,1,0.0929493334532025,0.0929493334532025,0,0.0126582278481013,0.0126582278481013
"pterygium",NA,NA,NA,1,0.0924308156179926,0.0924308156179926,0,0.0126582278481013,0.0126582278481013
"Endometrial Intraepithelial Neoplasia",NA,NA,NA,1,0.0923949636711754,0.0923949636711754,0,0.0126582278481013,0.0126582278481013
"familial keratoacanthoma",NA,NA,NA,1,0.0919489218509993,0.0919489218509993,0,0.0126582278481013,0.0126582278481013
"pemphigus vulgaris",NA,NA,NA,1,0.0912780807167212,0.0912780807167212,0,0.0126582278481013,0.0126582278481013
"trichodysplasia-xeroderma syndrome",NA,NA,NA,1,0.0910178105779923,0.0910178105779923,0,0.0126582278481013,0.0126582278481013
"Trichodysplasia - xeroderma",NA,NA,NA,1,0.0910178105779923,0.0910178105779923,0,0.0126582278481013,0.0126582278481013
"peeling skin syndrome type A",NA,NA,NA,1,0.0906771770388151,0.0906771770388151,0,0.0126582278481013,0.0126582278481013
"Localized epidermolysis bullosa simplex",NA,NA,NA,1,0.0896060522967013,0.0896060522967013,0,0.0126582278481013,0.0126582278481013
"autosomal dominant palmoplantar keratoderma and congenital alopecia",NA,NA,NA,1,0.0894873464474782,0.0894873464474782,0,0.0126582278481013,0.0126582278481013
"ichthyosis, annular epidermolytic 1",NA,NA,NA,1,0.0892211529228837,0.0892211529228837,0,0.0126582278481013,0.0126582278481013
"connective tissue neoplasm",NA,NA,NA,1,0.0888185916084356,0.0888185916084356,0,0.0126582278481013,0.0126582278481013
"Sleep apnea",NA,NA,NA,1,0.0884168471797776,0.0884168471797776,0,0.0126582278481013,0.0126582278481013
"Rare isolated myopia",NA,NA,NA,1,0.0883942807155604,0.0883942807155604,0,0.0126582278481013,0.0126582278481013
"uncombable hair syndrome",NA,NA,NA,1,0.0880560961771771,0.0880560961771771,0,0.0126582278481013,0.0126582278481013
"central sleep apnea syndrome",NA,NA,NA,1,0.0877752154876167,0.0877752154876167,0,0.0126582278481013,0.0126582278481013
"Abnormal circulating lipid concentration",NA,NA,NA,1,0.0874800356355599,0.0874800356355599,0,0.0126582278481013,0.0126582278481013
"entropion",NA,NA,NA,1,0.0874619776284461,0.0874619776284461,0,0.0126582278481013,0.0126582278481013
"ectropion",NA,NA,NA,1,0.0874619776284461,0.0874619776284461,0,0.0126582278481013,0.0126582278481013
"high grade ovarian serous adenocarcinoma",NA,NA,NA,1,0.0862947551899765,0.0862947551899765,0,0.0126582278481013,0.0126582278481013
"gastroesophageal junction adenocarcinoma",NA,NA,NA,1,0.0856911957514779,0.0856911957514779,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 3",NA,NA,NA,1,0.0853008783605026,0.0853008783605026,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 55",NA,NA,NA,1,0.0853008783605026,0.0853008783605026,0,0.0126582278481013,0.0126582278481013
"hyperinsulinism due to INSR deficiency",NA,NA,NA,1,0.0846088400826055,0.0846088400826055,0,0.0126582278481013,0.0126582278481013
"Glycosuria",NA,NA,NA,1,0.0834605264665634,0.0834605264665634,0,0.0126582278481013,0.0126582278481013
"Rare familial disorder with hypertrophic cardiomyopathy",NA,NA,NA,1,0.0829950745023652,0.0829950745023652,0,0.0126582278481013,0.0126582278481013
"Cholecystitis",NA,NA,NA,1,0.0827540853389055,0.0827540853389055,0,0.0126582278481013,0.0126582278481013
"Epidermal Inclusion Cyst",NA,NA,NA,1,0.0823879419735794,0.0823879419735794,0,0.0126582278481013,0.0126582278481013
"cartilage disease",NA,NA,NA,1,0.08217355339202,0.08217355339202,0,0.0126582278481013,0.0126582278481013
"Pleural effusion",NA,NA,NA,1,0.0808301940516667,0.0808301940516667,0,0.0126582278481013,0.0126582278481013
"Woolly hair",NA,NA,NA,1,0.0807365158246112,0.0807365158246112,0,0.0126582278481013,0.0126582278481013
"Epstein-Barr virus infection",NA,NA,NA,1,0.0806610314579617,0.0806610314579617,0,0.0126582278481013,0.0126582278481013
"inflammatory breast carcinoma",NA,NA,NA,1,0.0802467358023039,0.0802467358023039,0,0.0126582278481013,0.0126582278481013
"hemorrhoid",NA,NA,NA,1,0.0794061293820237,0.0794061293820237,0,0.0126582278481013,0.0126582278481013
"ringed hair disease",NA,NA,NA,1,0.078936713262832,0.078936713262832,0,0.0126582278481013,0.0126582278481013
"familial isolated dilated cardiomyopathy",NA,NA,NA,1,0.0788905387228628,0.0788905387228628,0,0.0126582278481013,0.0126582278481013
"diffuse intrinsic pontine glioma",NA,NA,NA,1,0.0785736275111127,0.0785736275111127,0,0.0126582278481013,0.0126582278481013
"fragile X syndrome",NA,NA,NA,1,0.0783714614073059,0.0783714614073059,0,0.0126582278481013,0.0126582278481013
"Dupuytren Contracture",NA,NA,NA,1,0.0775009628205813,0.0775009628205813,0,0.0126582278481013,0.0126582278481013
"endocrine system disorder",NA,NA,NA,1,0.0756775667042824,0.0756775667042824,0,0.0126582278481013,0.0126582278481013
"anaphylaxis",NA,NA,NA,1,0.0753914142036318,0.0753914142036318,0,0.0126582278481013,0.0126582278481013
"Pruritus",NA,NA,NA,1,0.0753228164833221,0.0753228164833221,0,0.0126582278481013,0.0126582278481013
"chronic rhinosinusitis without nasal polyps",NA,NA,NA,1,0.0750247105009945,0.0750247105009945,0,0.0126582278481013,0.0126582278481013
"Cataract with Y-shaped suture opacities",NA,NA,NA,1,0.0747678011714532,0.0747678011714532,0,0.0126582278481013,0.0126582278481013
"pili torti",NA,NA,NA,1,0.0744925155102485,0.0744925155102485,0,0.0126582278481013,0.0126582278481013
"multiple epiphyseal dysplasia due to collagen 9 anomaly",NA,NA,NA,1,0.0744609636567655,0.0744609636567655,0,0.0126582278481013,0.0126582278481013
"cardiac hypertrophy",NA,NA,NA,1,0.0741804258551814,0.0741804258551814,0,0.0126582278481013,0.0126582278481013
"metaphyseal chondrodysplasia, Spahr type",NA,NA,NA,1,0.0739456913169213,0.0739456913169213,0,0.0126582278481013,0.0126582278481013
"neuropathic pain",NA,NA,NA,1,0.0739159709369404,0.0739159709369404,0,0.0126582278481013,0.0126582278481013
"Low back pain",NA,NA,NA,1,0.0739159709369404,0.0739159709369404,0,0.0126582278481013,0.0126582278481013
"acute myeloid leukemia by FAB classification",NA,NA,NA,1,0.0739159709369404,0.0739159709369404,0,0.0126582278481013,0.0126582278481013
"chronic graft versus host disease",NA,NA,NA,1,0.0739159709369404,0.0739159709369404,0,0.0126582278481013,0.0126582278481013
"postherpetic neuralgia",NA,NA,NA,1,0.0739159709369404,0.0739159709369404,0,0.0126582278481013,0.0126582278481013
"percutaneous transluminal coronary angioplasty",NA,NA,NA,1,0.0733151454088808,0.0733151454088808,0,0.0126582278481013,0.0126582278481013
"Leri-Weill dyschondrosteosis",NA,NA,NA,1,0.0729968237851181,0.0729968237851181,0,0.0126582278481013,0.0126582278481013
"3M syndrome",NA,NA,NA,1,0.0721715507020572,0.0721715507020572,0,0.0126582278481013,0.0126582278481013
"precursor B-cell acute lymphoblastic leukemia",NA,NA,NA,1,0.0720680716635169,0.0720680716635169,0,0.0126582278481013,0.0126582278481013
"arrhythmogenic right ventricular dysplasia 1",NA,NA,NA,1,0.0718962170310885,0.0718962170310885,0,0.0126582278481013,0.0126582278481013
"Léri-Weill dyschondrosteosis",NA,NA,NA,1,0.0715758631598263,0.0715758631598263,0,0.0126582278481013,0.0126582278481013
"female reproductive organ cancer",NA,NA,NA,1,0.0713289119541475,0.0713289119541475,0,0.0126582278481013,0.0126582278481013
"Smith-McCort dysplasia",NA,NA,NA,1,0.0710489552142238,0.0710489552142238,0,0.0126582278481013,0.0126582278481013
"loose anagen syndrome",NA,NA,NA,1,0.0705712732520438,0.0705712732520438,0,0.0126582278481013,0.0126582278481013
"autosomal dominant secondary polycythemia",NA,NA,NA,1,0.070432680806537,0.070432680806537,0,0.0126582278481013,0.0126582278481013
"transient bullous dermolysis of the newborn",NA,NA,NA,1,0.0703291984472253,0.0703291984472253,0,0.0126582278481013,0.0126582278481013
"Marie Unna hereditary hypotrichosis",NA,NA,NA,1,0.0703181110515848,0.0703181110515848,0,0.0126582278481013,0.0126582278481013
"achondrogenesis",NA,NA,NA,1,0.069909308508211,0.069909308508211,0,0.0126582278481013,0.0126582278481013
"brachydactyly type A1",NA,NA,NA,1,0.0696290704769535,0.0696290704769535,0,0.0126582278481013,0.0126582278481013
"neutropenia, severe congenital, 10, autosomal recessive",NA,NA,NA,1,0.069564168148028,0.069564168148028,0,0.0126582278481013,0.0126582278481013
"cleidocranial dysplasia 1",NA,NA,NA,1,0.0695281772298459,0.0695281772298459,0,0.0126582278481013,0.0126582278481013
"spondyloepimetaphyseal dysplasia with multiple dislocations",NA,NA,NA,1,0.0694295281537449,0.0694295281537449,0,0.0126582278481013,0.0126582278481013
"cerebral cavernous malformation",NA,NA,NA,1,0.0689573665138321,0.0689573665138321,0,0.0126582278481013,0.0126582278481013
"meningitis",NA,NA,NA,1,0.0689205567279894,0.0689205567279894,0,0.0126582278481013,0.0126582278481013
"ocular cicatricial pemphigoid",NA,NA,NA,1,0.0686309790149491,0.0686309790149491,0,0.0126582278481013,0.0126582278481013
"myopathy",NA,NA,NA,1,0.0685372357377031,0.0685372357377031,0,0.0126582278481013,0.0126582278481013
"Atrial stand still",NA,NA,NA,1,0.0681809128807997,0.0681809128807997,0,0.0126582278481013,0.0126582278481013
"hereditary thrombocytopenia with normal platelets",NA,NA,NA,1,0.0681500118985053,0.0681500118985053,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 24",NA,NA,NA,1,0.0680987840242031,0.0680987840242031,0,0.0126582278481013,0.0126582278481013
"early-onset nuclear cataract",NA,NA,NA,1,0.0680206897476869,0.0680206897476869,0,0.0126582278481013,0.0126582278481013
"cholesterol-ester transfer protein deficiency",NA,NA,NA,1,0.0677735537520806,0.0677735537520806,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 99",NA,NA,NA,1,0.0671157016107418,0.0671157016107418,0,0.0126582278481013,0.0126582278481013
"hypertriglyceridemia 2",NA,NA,NA,1,0.0666943805764013,0.0666943805764013,0,0.0126582278481013,0.0126582278481013
"pyelonephritis",NA,NA,NA,1,0.0665364482011106,0.0665364482011106,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 83",NA,NA,NA,1,0.0663026259304355,0.0663026259304355,0,0.0126582278481013,0.0126582278481013
"monosomy 7 myelodysplasia and leukemia syndrome 1",NA,NA,NA,1,0.0662933864340684,0.0662933864340684,0,0.0126582278481013,0.0126582278481013
"Congenital ptosis",NA,NA,NA,1,0.0662896906355215,0.0662896906355215,0,0.0126582278481013,0.0126582278481013
"Isolated anophthalmia - microphthalmia",NA,NA,NA,1,0.0660257100114273,0.0660257100114273,0,0.0126582278481013,0.0126582278481013
"Romano-Ward syndrome",NA,NA,NA,1,0.0656225989978157,0.0656225989978157,0,0.0126582278481013,0.0126582278481013
"Other metabolic disease",NA,NA,NA,1,0.0649331272466872,0.0649331272466872,0,0.0126582278481013,0.0126582278481013
"bilateral striopallidodentate calcinosis",NA,NA,NA,1,0.0648998506872157,0.0648998506872157,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 72",NA,NA,NA,1,0.064816914914603,0.064816914914603,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 85",NA,NA,NA,1,0.0645212510308552,0.0645212510308552,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure, X-linked, 5",NA,NA,NA,1,0.0643364611035129,0.0643364611035129,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 27",NA,NA,NA,1,0.0642625451325759,0.0642625451325759,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 43",NA,NA,NA,1,0.0641147131907021,0.0641147131907021,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 82",NA,NA,NA,1,0.0638116577098606,0.0638116577098606,0,0.0126582278481013,0.0126582278481013
"autosomal systemic lupus erythematosus type 16",NA,NA,NA,1,0.0634494694522696,0.0634494694522696,0,0.0126582278481013,0.0126582278481013
"Young adult-onset Parkinsonism",NA,NA,NA,1,0.0633343077549802,0.0633343077549802,0,0.0126582278481013,0.0126582278481013
"ataxia - intellectual disability - oculomotor apraxia - cerebellar cysts syndrome",NA,NA,NA,1,0.0632291587944492,0.0632291587944492,0,0.0126582278481013,0.0126582278481013
"Ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome",NA,NA,NA,1,0.0632291587944492,0.0632291587944492,0,0.0126582278481013,0.0126582278481013
"juvenile myoclonic epilepsy",NA,NA,NA,1,0.0629957075195734,0.0629957075195734,0,0.0126582278481013,0.0126582278481013
"Autosomal dominant optic atrophy, classic type",NA,NA,NA,1,0.0628686131139901,0.0628686131139901,0,0.0126582278481013,0.0126582278481013
"adult-onset Still disease",NA,NA,NA,1,0.0628285752963993,0.0628285752963993,0,0.0126582278481013,0.0126582278481013
"hereditary hyperferritinemia with congenital cataracts",NA,NA,NA,1,0.0625587820024795,0.0625587820024795,0,0.0126582278481013,0.0126582278481013
"bronchial disorder",NA,NA,NA,1,0.0622251664655106,0.0622251664655106,0,0.0126582278481013,0.0126582278481013
"osteomyelitis",NA,NA,NA,1,0.0620894155870299,0.0620894155870299,0,0.0126582278481013,0.0126582278481013
"apolipoprotein c-III deficiency",NA,NA,NA,1,0.0620450660044677,0.0620450660044677,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 65",NA,NA,NA,1,0.0620302828102803,0.0620302828102803,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure, X-linked, 8",NA,NA,NA,1,0.0619046256596876,0.0619046256596876,0,0.0126582278481013,0.0126582278481013
"nail-patella-like renal disease",NA,NA,NA,1,0.0619009298611407,0.0619009298611407,0,0.0126582278481013,0.0126582278481013
"rhizomelic chondrodysplasia punctata",NA,NA,NA,1,0.0618576582198214,0.0618576582198214,0,0.0126582278481013,0.0126582278481013
"retinal degeneration-nanophthalmos-glaucoma syndrome",NA,NA,NA,1,0.0617697290127276,0.0617697290127276,0,0.0126582278481013,0.0126582278481013
"Retinal degeneration - nanophthalmos - glaucoma",NA,NA,NA,1,0.0617697290127276,0.0617697290127276,0,0.0126582278481013,0.0126582278481013
"hypertrophic pyloric stenosis",NA,NA,NA,1,0.0617694695719792,0.0617694695719792,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 84",NA,NA,NA,1,0.0617050525381578,0.0617050525381578,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 93",NA,NA,NA,1,0.0617050525381578,0.0617050525381578,0,0.0126582278481013,0.0126582278481013
"ocular cystinosis",NA,NA,NA,1,0.0616736382505096,0.0616736382505096,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 51",NA,NA,NA,1,0.0616311365672209,0.0616311365672209,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 56",NA,NA,NA,1,0.0615054794166281,0.0615054794166281,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 92",NA,NA,NA,1,0.0615054794166281,0.0615054794166281,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 94",NA,NA,NA,1,0.0615054794166281,0.0615054794166281,0,0.0126582278481013,0.0126582278481013
"pulverulent cataract",NA,NA,NA,1,0.0614518903376988,0.0614518903376988,0,0.0126582278481013,0.0126582278481013
"Leber hereditary optic neuropathy",NA,NA,NA,1,0.0611316904580428,0.0611316904580428,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 91",NA,NA,NA,1,0.0610102424113506,0.0610102424113506,0,0.0126582278481013,0.0126582278481013
"atrial septal defect 1",NA,NA,NA,1,0.0610073679013697,0.0610073679013697,0,0.0126582278481013,0.0126582278481013
"erythrocytosis, familial, 3",NA,NA,NA,1,0.0608993684549452,0.0608993684549452,0,0.0126582278481013,0.0126582278481013
"Adult-onset autosomal recessive cerebellar ataxia",NA,NA,NA,1,0.0608982083848457,0.0608982083848457,0,0.0126582278481013,0.0126582278481013
"fragile X-associated tremor/ataxia syndrome",NA,NA,NA,1,0.0607071869305091,0.0607071869305091,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 39",NA,NA,NA,1,0.0606332709595722,0.0606332709595722,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 98",NA,NA,NA,1,0.0606184877653848,0.0606184877653848,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 89",NA,NA,NA,1,0.0606184877653848,0.0606184877653848,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 100",NA,NA,NA,1,0.0606184877653848,0.0606184877653848,0,0.0126582278481013,0.0126582278481013
"C1Q deficiency 1",NA,NA,NA,1,0.0605150054060731,0.0605150054060731,0,0.0126582278481013,0.0126582278481013
"breast fibrocystic disease",NA,NA,NA,1,0.0603907560112344,0.0603907560112344,0,0.0126582278481013,0.0126582278481013
"thrombocytopenia 4",NA,NA,NA,1,0.0603246717809105,0.0603246717809105,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 79",NA,NA,NA,1,0.0601823835368568,0.0601823835368568,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 80",NA,NA,NA,1,0.0601823835368568,0.0601823835368568,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure, X-linked, 3",NA,NA,NA,1,0.0601749919397631,0.0601749919397631,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 64",NA,NA,NA,1,0.0601602087455758,0.0601602087455758,0,0.0126582278481013,0.0126582278481013
"atrial septal defect, ostium primum type",NA,NA,NA,1,0.0601583608463023,0.0601583608463023,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 54",NA,NA,NA,1,0.0601528171484821,0.0601528171484821,0,0.0126582278481013,0.0126582278481013
"congenital amegakaryocytic thrombocytopenia 1",NA,NA,NA,1,0.060056726386264,0.060056726386264,0,0.0126582278481013,0.0126582278481013
"glycogen storage disease due to muscle and heart glycogen synthase deficiency",NA,NA,NA,1,0.0600530305877172,0.0600530305877172,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 10",NA,NA,NA,1,0.0600419431920767,0.0600419431920767,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 11",NA,NA,NA,1,0.0600419431920767,0.0600419431920767,0,0.0126582278481013,0.0126582278481013
"Malformation syndrome with skin/mucosae involvement",NA,NA,NA,1,0.0600071871983435,0.0600071871983435,0,0.0126582278481013,0.0126582278481013
"Ebstein anomaly",NA,NA,NA,1,0.0600012894080613,0.0600012894080613,0,0.0126582278481013,0.0126582278481013
"Hyperuricemia - anemia - renal failure",NA,NA,NA,1,0.0598091078836253,0.0598091078836253,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 76",NA,NA,NA,1,0.0597462793083289,0.0597462793083289,0,0.0126582278481013,0.0126582278481013
"Salivary Gland Pleomorphic Adenoma",NA,NA,NA,1,0.0595097482013307,0.0595097482013307,0,0.0126582278481013,0.0126582278481013
"thrombocytopenia 5",NA,NA,NA,1,0.0594838776115027,0.0594838776115027,0,0.0126582278481013,0.0126582278481013
"isolated ectopia lentis",NA,NA,NA,1,0.0593485703202599,0.0593485703202599,0,0.0126582278481013,0.0126582278481013
"rhabdomyolysis",NA,NA,NA,1,0.0591427984753911,0.0591427984753911,0,0.0126582278481013,0.0126582278481013
"Epidermolysis bullosa simplex with pyloric atresia",NA,NA,NA,1,0.0591290809510054,0.0591290809510054,0,0.0126582278481013,0.0126582278481013
"Classical progressive supranuclear palsy",NA,NA,NA,1,0.0589527092314642,0.0589527092314642,0,0.0126582278481013,0.0126582278481013
"lung agenesis-heart defect-thumb anomalies syndrome",NA,NA,NA,1,0.0588592876570856,0.0588592876570856,0,0.0126582278481013,0.0126582278481013
"Lung agenesis - heart defect - thumb anomalies",NA,NA,NA,1,0.0588592876570856,0.0588592876570856,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 58",NA,NA,NA,1,0.058777980089055,0.058777980089055,0,0.0126582278481013,0.0126582278481013
"Dent disease type 1",NA,NA,NA,1,0.0587133036144852,0.0587133036144852,0,0.0126582278481013,0.0126582278481013
"spinocerebellar ataxia type 36",NA,NA,NA,1,0.0586578666362824,0.0586578666362824,0,0.0126582278481013,0.0126582278481013
"invasive hydatidiform mole",NA,NA,NA,1,0.0586227565500874,0.0586227565500874,0,0.0126582278481013,0.0126582278481013
"fibronectin glomerulopathy",NA,NA,NA,1,0.0586116691544469,0.0586116691544469,0,0.0126582278481013,0.0126582278481013
"Foveal hypoplasia - presenile cataract",NA,NA,NA,1,0.0584545977162059,0.0584545977162059,0,0.0126582278481013,0.0126582278481013
"bone marrow failure and diabetes mellitus syndrome",NA,NA,NA,1,0.0583658985510815,0.0583658985510815,0,0.0126582278481013,0.0126582278481013
"Hermansky-Pudlak syndrome",NA,NA,NA,1,0.0581336278785193,0.0581336278785193,0,0.0126582278481013,0.0126582278481013
"body skin hyperlaxity due to vitamin K-dependent coagulation factor deficiency",NA,NA,NA,1,0.0580609951709667,0.0580609951709667,0,0.0126582278481013,0.0126582278481013
"maple syrup urine disease",NA,NA,NA,1,0.0578854447399914,0.0578854447399914,0,0.0126582278481013,0.0126582278481013
"episodic ataxia type 5",NA,NA,NA,1,0.0578078329705076,0.0578078329705076,0,0.0126582278481013,0.0126582278481013
"Felty syndrome",NA,NA,NA,1,0.0577098943090162,0.0577098943090162,0,0.0126582278481013,0.0126582278481013
"autoimmune pulmonary alveolar proteinosis",NA,NA,NA,1,0.0568881950987672,0.0568881950987672,0,0.0126582278481013,0.0126582278481013
"gallstones",NA,NA,NA,1,0.0568626020828371,0.0568626020828371,0,0.0126582278481013,0.0126582278481013
"hereditary hypercarotenemia and vitamin A deficiency",NA,NA,NA,1,0.0568265984563198,0.0568265984563198,0,0.0126582278481013,0.0126582278481013
"spinocerebellar ataxia type 21",NA,NA,NA,1,0.056675070715899,0.056675070715899,0,0.0126582278481013,0.0126582278481013
"sudden cardiac arrest",NA,NA,NA,1,0.0565364782703923,0.0565364782703923,0,0.0126582278481013,0.0126582278481013
"Zellweger spectrum disorders",NA,NA,NA,1,0.0564599916662438,0.0564599916662438,0,0.0126582278481013,0.0126582278481013
"Hypomyelinating leukodystrophy with or without oligondontia and/or hypogonadism",NA,NA,NA,1,0.0563598845934258,0.0563598845934258,0,0.0126582278481013,0.0126582278481013
"sebaceous of Jadassohn nevus",NA,NA,NA,1,0.0563461446452296,0.0563461446452296,0,0.0126582278481013,0.0126582278481013
"familial or sporadic hemiplegic migraine",NA,NA,NA,1,0.0562533390372755,0.0562533390372755,0,0.0126582278481013,0.0126582278481013
"congenital microcoria",NA,NA,NA,1,0.0561632026171607,0.0561632026171607,0,0.0126582278481013,0.0126582278481013
"KRT14-related epidermolysis bullosa simplex",NA,NA,NA,1,0.0561317883295125,0.0561317883295125,0,0.0126582278481013,0.0126582278481013
"gallbladder disorder",NA,NA,NA,1,0.0559687856861314,0.0559687856861314,0,0.0126582278481013,0.0126582278481013
"autosomal recessive limb-girdle muscular dystrophy type 2C",NA,NA,NA,1,0.0558971051217877,0.0558971051217877,0,0.0126582278481013,0.0126582278481013
"chronic respiratory distress with surfactant metabolism deficiency",NA,NA,NA,1,0.0558435160428584,0.0558435160428584,0,0.0126582278481013,0.0126582278481013
"surfactant metabolism dysfunction, pulmonary, 2",NA,NA,NA,1,0.0558435160428584,0.0558435160428584,0,0.0126582278481013,0.0126582278481013
"immunodeficiency 37",NA,NA,NA,1,0.0558361244457648,0.0558361244457648,0,0.0126582278481013,0.0126582278481013
"Dystrophic epidermolysis bullosa",NA,NA,NA,1,0.0557178588922656,0.0557178588922656,0,0.0126582278481013,0.0126582278481013
"dyskeratosis congenita",NA,NA,NA,1,0.0556302873856741,0.0556302873856741,0,0.0126582278481013,0.0126582278481013
"hearing loss, autosomal dominant 87",NA,NA,NA,1,0.0555922017416728,0.0555922017416728,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 7",NA,NA,NA,1,0.0554591529939863,0.0554591529939863,0,0.0126582278481013,0.0126582278481013
"epidermolysis bullosa, junctional 2A, intermediate",NA,NA,NA,1,0.055444369799799,0.055444369799799,0,0.0126582278481013,0.0126582278481013
"familial hypobetalipoproteinemia 2",NA,NA,NA,1,0.0554369782027053,0.0554369782027053,0,0.0126582278481013,0.0126582278481013
"mitochondrial DNA depletion syndrome 7 (hepatocerebral type)",NA,NA,NA,1,0.0554361569141393,0.0554361569141393,0,0.0126582278481013,0.0126582278481013
"autosomal dominant keratitis",NA,NA,NA,1,0.0554221950085179,0.0554221950085179,0,0.0126582278481013,0.0126582278481013
